chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NES_E_S_1	NES_E_S_2	NES_E_S_3	NES_E_S_4
chr3	 59672880	 59672900	chr3-14348	    4.85	+	ENSG00000243295	CFAP20DC-DT	intron|TE|lncRNA	lncRNA	ncRNA	3	2.226094e-05	0	0	0	0	1	1	0	0	0	0	1	0	1	2	0	1	7	0	0	2.070822e-06	3.541208e-06
chr3	 60066633	 60066653	chr3-21037	    3.53	-	ENSG00000189283	FHIT	intron|TE	TE	TE	2	1.131323e-05	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	1	5	0	0	2.070822e-06	3.541208e-06
chr3	 61590215	 61590235	chr3-33426	    3.08	+	ENSG00000144724	PTPRG	intron	intron	intron	1	2.295992e-05	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	1	6	0	0	2.070822e-06	1.770604e-06
chr3	 61855655	 61855675	chr3-11433	    8.81	-			unannotated	UnAn	UnAn	1	0.0001175054	1	0	0	1	1	1	0	0	0	1	2	1	0	2	2	3	15	0	0	2.070822e-06	1.770604e-06
chr3	 63222013	 63222033	chr3-33468	    2.64	-			unannotated	UnAn	UnAn	1	7.496146e-06	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	1	6	0	0	2.070822e-06	1.770604e-06
chr3	 64639299	 64639319	chr3-2735	   18.10	-	ENSG00000163638	ADAMTS9	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0002246574	0	1	3	1	1	1	0	0	0	2	1	1	0	2	4	2	19	0	0	2.070822e-06	5.311812e-06
chr3	 64639305	 64639325	chr3-2280	   19.40	+			Other|unannotated	Other	Other	2	0.0002377822	0	1	1	2	1	1	0	1	0	3	1	1	0	2	3	3	20	0	0	2.070822e-06	7.082416e-06
chr3	 65047901	 65047921	chr3-2521	   22.50	-			TE|unannotated	TE	TE	2	6.462575e-05	0	3	3	1	2	1	2	1	0	3	1	1	0	2	1	2	23	0	0	2.070822e-06	1.770604e-06
chr3	 65319499	 65319519	chr3-14223	    8.37	-			unannotated	UnAn	UnAn	1	1.833654e-05	1	1	1	1	1	1	0	0	0	2	0	0	0	2	1	1	12	0	0	2.070822e-06	1.770604e-06
chr3	 69039593	 69039613	chr3-5550	   75.40	-	ENSG00000144747	TMF1	CDS	CDS	CDS	1	0.000157114	3	3	3	2	2	2	0	1	1	2	2	2	1	2	0	0	26	0	0	6.212466e-06	3.541208e-06
chr3	 69366473	 69366493	chr3-1000	   40.10	-	ENSG00000114541	FRMD4B	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001997746	3	3	1	1	2	2	2	0	1	4	4	3	1	2	1	1	31	0	0	2.070822e-06	1.770604e-06
chr3	 69755449	 69755469	chr3-16815	    3.97	-			unannotated	UnAn	UnAn	1	6.529792e-05	0	0	1	0	0	1	0	0	1	0	0	1	0	2	0	2	8	0	0	2.070822e-06	1.770604e-06
chr3	 71182701	 71182721	chr3-21126	    7.05	-	ENSG00000114861	FOXP1	intron|TE	TE	TE	2	2.14711e-05	1	0	3	1	1	0	0	0	0	1	1	0	0	2	0	2	12	0	0	2.070822e-06	1.770604e-06
chr3	 71676741	 71676761	chr3-19792	    3.53	+			unannotated	UnAn	UnAn	1	9.818218e-06	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr3	 73111092	 73111112	chr3-744	  232.70	+	ENSG00000223247	RNU2-64P	snRNA	snRNA	ncRNA	1	0.0007797505	3	3	3	3	2	2	2	2	3	4	3	3	2	2	3	3	43	0	0	8.283288e-06	7.082416e-06
chr3	 73743980	 73744000	chr3-14318	   69.20	+			unannotated	UnAn	UnAn	1	0.0002913697	1	1	3	3	2	2	2	1	3	3	4	2	2	2	1	1	33	0	0	4.141644e-06	3.541208e-06
chr3	 78788435	 78788455	chr3-941	   34.80	+			Other|unannotated	Other	Other	2	0.0005206778	1	0	2	2	1	1	0	0	0	3	1	1	1	2	3	4	22	0	0	2.070822e-06	3.541208e-06
chr3	 80085653	 80085673	chr3-13222	    4.85	-			TE|unannotated	TE	TE	2	1.759392e-05	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	2	7	0	0	2.070822e-06	1.770604e-06
chr3	 80876163	 80876183	chr3-31450	    2.20	-			TE|unannotated	TE	TE	2	1.010792e-05	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	4	0	0	4.141644e-06	1.770604e-06
chr3	 86055459	 86055479	chr3-34692	    1.76	-			TE|unannotated	TE	TE	2	1.343272e-05	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr3	 88868449	 88868469	chr3-12411	   22.90	-			unannotated	UnAn	UnAn	1	5.329827e-05	0	0	0	0	1	2	1	2	0	0	2	2	0	2	0	0	12	0	0	4.141644e-06	3.541208e-06
chr3	 94490809	 94490829	chr3-29740	    2.64	+			TE|unannotated	TE	TE	2	7.656011e-06	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	6	0	0	2.070822e-06	1.770604e-06
chr3	 96617428	 96617448	chr3-3949	    8.81	-				UnAn	UnAn	0	7.75186e-05	0	2	1	0	1	1	0	0	1	1	0	1	1	2	0	0	11	0	0	4.141644e-06	1.770604e-06
chr3	 96617510	 96617530	chr3-971	   35.70	-				UnAn	UnAn	0	0.0001403744	2	2	2	3	2	2	1	1	2	2	3	3	1	3	2	1	32	0	1.312112e-05	6.212466e-06	3.541208e-06
chr3	 96617588	 96617608	chr3-509	   42.30	-				UnAn	UnAn	0	0.0001430766	1	2	3	3	2	2	2	1	1	3	2	2	0	2	1	3	30	0	0	4.141644e-06	3.541208e-06
chr3	 96617715	 96617735	chr3-1337	   30.00	-				UnAn	UnAn	0	8.359196e-05	1	1	2	2	1	2	2	0	1	2	2	2	1	2	1	1	23	0	0	4.141644e-06	3.541208e-06
chr3	 96617974	 96617994	chr3-782	   33.90	-				UnAn	UnAn	0	0.0002590039	3	3	2	1	2	2	1	0	1	3	2	3	2	3	2	2	32	0	1.312112e-05	6.212466e-06	5.311812e-06
chr3	 96618107	 96618127	chr3-190	   73.60	-				UnAn	UnAn	0	0.0004300502	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	3	31	0	0	6.212466e-06	1.239423e-05
chr3	 96618300	 96618320	chr3-6274	  121.60	-				UnAn	UnAn	0	0.0005638995	3	3	1	2	2	2	1	2	2	3	2	2	1	2	2	3	33	0	0	8.283288e-06	7.082416e-06
chr3	 97521922	 97521942	chr3-29309	    2.64	+	ENSG00000080224	EPHA6	intron|Other	Other	Other	2	1.142043e-05	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	1	6	0	0	2.070822e-06	1.770604e-06
chr3	 99691697	 99691717	chr3-6018	   11.90	+	ENSG00000144810	COL8A1	intron|Other	Other	Other	2	0.0002697347	1	1	2	2	1	0	0	0	0	2	1	1	0	2	2	3	18	0	0	2.070822e-06	1.770604e-06
chr3	100371260	100371280	chr3-36238	    2.20	-	ENSG00000154174	TOMM70	intron|TE	TE	TE	2	1.056309e-05	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr3	100371260	100371280	chr3-36238	    2.20	-	ENSG00000154174	TOMM70	intron|TE	TE	TE	2	1.056309e-05	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr3	101592862	101592882	chr3-41	  186.00	+	ENSG00000081154	PCNP	3'UTR|Other|CDS_Retained_intron	3'UTR	3'UTR	3	0.0005448044	3	3	3	3	2	2	1	2	2	4	3	3	0	2	3	5	41	0	1.312112e-05	8.283288e-06	0
chr3	106206901	106206921	chr3-30221	    3.08	+	ENSG00000287421		intron|Other|lncRNA	lncRNA	ncRNA	3	7.885398e-06	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	1	6	0	0	2.070822e-06	1.770604e-06
chr3	109948830	109948850	chr3-21680	    3.97	-			unannotated	UnAn	UnAn	1	1.634746e-05	0	0	0	0	0	1	0	0	0	0	1	2	0	2	1	1	8	0	0	4.141644e-06	1.770604e-06
chr3	112306002	112306022	chr3-24944	    3.53	+	ENSG00000239482		intron|Other|lncRNA	lncRNA	ncRNA	3	1.038296e-05	0	0	0	0	1	0	0	0	0	1	0	1	0	2	1	1	7	0	0	2.070822e-06	1.770604e-06
chr3	112536933	112536953	chr3-36160	    2.20	+			TE|unannotated	TE	TE	2	1.48001e-05	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr3	112716242	112716262	chr3-11058	    5.29	-			TE|unannotated	TE	TE	2	1.738137e-05	0	0	0	0	1	1	0	0	0	0	2	2	0	2	0	0	8	0	0	2.070822e-06	1.770604e-06
chr3	113444931	113444951	chr3-172	   81.10	-	ENSG00000163611	SPICE1	3'UTR|intron	3'UTR	3'UTR	2	0.0002911911	3	3	3	3	2	2	1	0	1	5	1	1	1	2	2	1	31	2.614037e-05	1.312112e-05	0	0
chr3	113811658	113811678	chr3-2364	   18.50	+	ENSG00000114573	ATP6V1A	3'UTR	3'UTR	3'UTR	1	0.0001572995	2	3	3	3	1	2	1	0	2	3	1	0	0	2	0	4	27	2.614037e-05	2.624224e-05	0	0
chr3	113856843	113856863	chr3-19153	    4.41	-			TE	TE	TE	1	1.327967e-05	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2	6	0	0	2.070822e-06	1.770604e-06
chr3	114329711	114329731	chr3-3693	   12.80	+			Other|unannotated	Other	Other	2	5.753644e-05	0	0	1	0	1	1	0	0	0	2	1	2	0	2	1	3	14	0	0	2.070822e-06	3.541208e-06
chr3	114337920	114337940	chr3-8860	    8.81	-	ENSG00000181722	ZBTB20	3'UTR	3'UTR	3'UTR	1	7.854989e-05	2	3	1	3	1	1	0	0	2	2	1	0	0	2	2	0	20	0	0	2.070822e-06	3.541208e-06
chr3	115118700	115118720	chr3-23163	    3.53	-	ENSG00000181722	ZBTB20	intron|TE	TE	TE	2	3.415959e-05	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	3	8	0	0	2.070822e-06	1.770604e-06
chr3	115153488	115153508	chr3-42563	    2.20	-			TE	TE	TE	1	8.220126e-06	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr3	116645535	116645555	chr3-1446	   32.20	-	ENSG00000185565	LSAMP	intron	intron	intron	1	0.0001231513	0	3	3	3	2	1	1	1	1	3	0	1	0	2	0	3	24	0	1.312112e-05	0	3.541208e-06
chr3	117027329	117027349	chr3-841	   47.20	+				UnAn	UnAn	0	0.000212067	2	3	3	3	2	2	1	1	1	2	1	2	1	2	1	5	32	0	0	2.070822e-06	1.770604e-06
chr3	117027687	117027707	chr3-7865	    8.81	+			Other	Other	Other	1	5.002476e-05	1	2	3	1	0	0	0	0	1	2	0	0	0	2	1	4	17	0	0	2.070822e-06	1.770604e-06
chr3	119824126	119824146	chr3-330	   42.30	-	ENSG00000082701	GSK3B	3'UTR	3'UTR	3'UTR	1	0.0001682374	2	3	3	3	2	2	0	1	2	3	2	1	0	2	2	2	30	0	1.312112e-05	0	3.541208e-06
chr3	119825450	119825470	chr3-737	   31.70	-	ENSG00000082701	GSK3B	3'UTR	3'UTR	3'UTR	1	0.0001246131	2	3	3	3	1	1	1	0	1	3	1	0	0	2	1	2	24	2.614037e-05	1.312112e-05	0	0
chr3	119893855	119893875	chr3-160	   90.80	-	ENSG00000082701	GSK3B	downstream 10K|intron	intron	intron	2	0.000241046	3	3	3	3	1	1	1	0	2	3	1	2	0	2	2	0	27	2.614037e-05	1.312112e-05	0	0
chr3	120500159	120500179	chr3-51	  161.70	-			unannotated	UnAn	UnAn	1	0.0004061372	2	3	3	3	2	2	1	1	2	4	0	1	0	2	2	3	31	2.614037e-05	2.624224e-05	0	0
chr3	120669240	120669260	chr3-430	   51.10	-	ENSG00000113924	HGD	intron	intron	intron	1	0.000138845	3	3	3	3	1	2	1	1	2	1	1	0	0	2	1	0	24	2.614037e-05	0	0	1.770604e-06
chr3	120806868	120806888	chr3-364	   97.40	+				UnAn	UnAn	0	0.0002467447	3	3	3	3	2	2	0	0	0	4	1	0	0	2	3	3	29	0	1.312112e-05	0	1.770604e-06
chr3	121848597	121848617	chr3-35	  444.70	+	ENSG00000145088	EAF2	downstream 10K|intron	intron	intron	2	0.00153298	3	3	3	3	2	2	1	1	2	4	2	2	0	4	3	6	41	5.228075e-05	6.560561e-05	8.283288e-06	1.770604e-06
chr3	124967497	124967517	chr3-922	   35.70	-	ENSG00000173706	HEG1	3'UTR	3'UTR	3'UTR	1	0.0001718324	1	2	3	3	2	1	1	1	2	3	1	1	0	3	2	3	29	2.614037e-05	1.312112e-05	6.212466e-06	0
chr3	125230611	125230631	chr3-384	   52.90	-	ENSG00000163848	ZNF148	3'UTR	3'UTR	3'UTR	1	0.0002687659	3	3	3	3	1	1	2	1	1	3	0	2	1	2	2	4	32	2.614037e-05	1.312112e-05	0	0
chr3	125321072	125321092	chr3-9050	    7.49	-	ENSG00000163848	ZNF148	intron	intron	intron	1	5.696864e-05	2	1	2	3	2	1	0	0	2	1	0	0	0	2	0	0	16	2.614037e-05	1.312112e-05	0	0
chr3	125529429	125529449	chr3-23	  186.90	-	ENSG00000144909	OSBPL11	3'UTR	3'UTR	3'UTR	1	0.0007751055	3	3	3	3	2	2	1	1	3	2	2	2	0	2	1	6	36	0	1.312112e-05	0	5.311812e-06
chr3	128069836	128069856	chr3-255	   88.60	+	ENSG00000058262	SEC61A1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0002101094	3	3	3	3	2	2	1	0	1	3	0	0	0	2	0	2	25	2.614037e-05	0	2.070822e-06	0
chr3	128075143	128075163	chr3-838	  218.60	-	ENSG00000175792	RUVBL1	downstream 10K|intron|snRNA	snRNA	ncRNA	3	0.0006799107	3	3	3	3	2	2	2	2	2	5	4	3	2	2	3	2	43	0	0	6.212466e-06	7.082416e-06
chr3	128619999	128620019	chr3-2	 2252.50	-	ENSG00000163902	RPN1	3'UTR	3'UTR	3'UTR	1	0.006634411	3	3	3	3	2	2	2	2	2	5	4	4	3	4	5	6	53	2.614037e-05	3.936336e-05	5.798302e-05	1.593544e-05
chr3	128798819	128798839	chr3-22956	    3.08	+	ENSG00000075785	RAB7A	intron|TE|CDS_Retained_intron	TE	TE	3	1.176922e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	5	0	0	2.070822e-06	1.770604e-06
chr3	129277616	129277636	chr3-5	  459.70	+	ENSG00000181789	COPG1	3'UTR|Other|CDS_Retained_intron	3'UTR	3'UTR	3	0.001294129	3	3	3	3	2	2	1	1	2	4	4	4	1	2	2	6	43	2.614037e-05	0	0	7.082416e-06
chr3	129723923	129723943	chr3-14391	    8.37	-	ENSG00000172765	TMCC1	intron	intron	intron	1	9.870886e-05	0	0	0	0	1	1	0	0	0	1	1	1	0	2	1	3	11	0	0	2.070822e-06	1.770604e-06
chr3	129723923	129723943	chr3-14391	    8.37	-	ENSG00000172765	TMCC1	intron	intron	intron	1	9.870886e-05	0	0	0	0	1	1	0	0	0	1	1	1	0	2	1	3	11	0	0	2.070822e-06	1.770604e-06
chr3	130791695	130791715	chr3-18720	    4.85	+			Other|unannotated	Other	Other	2	1.694971e-05	0	0	0	0	1	1	0	0	0	1	0	1	0	2	1	2	9	0	0	2.070822e-06	1.770604e-06
chr3	134356189	134356209	chr3-354	   57.70	-	ENSG00000114019	AMOTL2	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0002309187	3	3	3	3	2	2	1	1	1	4	0	2	1	2	0	3	31	2.614037e-05	0	0	1.770604e-06
chr3	134783522	134783542	chr3-668	  100.00	-	ENSG00000201413	RNA5SP141	intron|lncRNA	lncRNA	ncRNA	2	0.0002746101	3	3	3	3	2	2	1	1	1	3	3	3	1	2	2	1	34	0	0	1.242493e-05	8.85302e-06
chr3	136254533	136254553	chr3-6803	   11.50	-			TE|unannotated	TE	TE	2	0.000201955	0	0	1	0	1	1	0	1	0	0	0	1	0	2	2	3	12	0	0	4.141644e-06	3.541208e-06
chr3	136708978	136708998	chr3-24673	    3.53	-	ENSG00000118007	STAG1	intron|TE	TE	TE	2	3.434551e-05	1	0	0	0	0	1	0	0	0	0	1	0	1	2	0	2	8	0	0	2.070822e-06	1.770604e-06
chr3	136722396	136722416	chr3-1984	   16.30	-	ENSG00000118007	STAG1	intron	intron	intron	1	0.0002547456	2	3	2	3	2	2	1	1	0	1	1	0	0	2	2	0	22	0	0	2.070822e-06	1.770604e-06
chr3	136870697	136870717	chr3-10172	    5.29	+	ENSG00000158092	NCK1	intron|Other|CDS_Retained_intron	Other	Other	3	4.406592e-05	1	0	2	1	1	1	0	0	0	0	1	0	0	2	1	2	12	0	0	2.070822e-06	1.770604e-06
chr3	136939845	136939865	chr3-6193	   13.70	-			TE|unannotated	TE	TE	2	0.000117977	1	0	0	0	1	1	0	0	0	2	1	1	0	2	1	3	13	0	0	2.070822e-06	3.541208e-06
chr3	138840761	138840781	chr3-32496	    2.64	+			TE|unannotated	TE	TE	2	1.015786e-05	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	5	0	0	2.070822e-06	3.541208e-06
chr3	140938634	140938654	chr3-32436	    2.64	+			TE	TE	TE	1	1.778293e-05	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	5	0	0	2.070822e-06	1.770604e-06
chr3	142101768	142101788	chr3-457	   41.40	-	ENSG00000114126	TFDP2	5'UTR|intron|CDS_Retained_intron	5'UTR	5'UTR	3	0.0001202643	3	3	3	3	2	2	1	0	1	2	0	0	0	2	0	2	24	2.614037e-05	0	2.070822e-06	0
chr3	143147721	143147741	chr3-6109	    8.81	-			unannotated	UnAn	UnAn	1	0.0001026715	0	0	0	1	1	1	0	0	0	1	1	1	0	2	1	3	12	0	0	2.070822e-06	3.541208e-06
chr3	147132533	147132553	chr3-4891	   10.10	-	ENSG00000243620		intron|lncRNA	lncRNA	ncRNA	2	5.447472e-05	3	2	2	1	2	1	0	0	1	2	2	1	0	2	0	0	19	0	1.312112e-05	2.070822e-06	0
chr3	147984565	147984585	chr3-11918	    7.05	-			unannotated	UnAn	UnAn	1	2.810034e-05	0	1	0	0	1	1	0	0	0	0	0	1	1	2	0	2	9	0	0	2.070822e-06	3.541208e-06
chr3	149031134	149031154	chr3-327	   48.90	-	ENSG00000071794	HLTF	3'UTR	3'UTR	3'UTR	1	0.0001928224	3	3	3	3	2	1	1	0	1	3	2	1	0	2	1	2	28	2.614037e-05	1.312112e-05	0	0
chr3	149369639	149369659	chr3-22	  293.50	-	ENSG00000169908	TM4SF1	3'UTR	3'UTR	3'UTR	1	0.0006575417	3	3	3	3	2	2	2	0	1	3	1	2	0	2	2	2	31	0	1.312112e-05	0	1.770604e-06
chr3	149514189	149514209	chr3-30607	    3.08	+			TE|unannotated	TE	TE	2	2.461592e-05	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	6	0	0	4.141644e-06	1.770604e-06
chr3	149568529	149568549	chr3-18651	    3.97	+			Other|unannotated	Other	Other	2	1.182342e-05	0	0	0	0	1	1	0	0	0	0	2	1	0	2	0	0	7	0	0	2.070822e-06	1.770604e-06
chr3	149864020	149864040	chr3-26595	    3.08	-	ENSG00000206199	ANKUB1	intron	intron	intron	1	1.503138e-05	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	1	6	0	0	2.070822e-06	1.770604e-06
chr3	150874011	150874031	chr3-44082	    2.20	-	ENSG00000214237	MINDY4B	downstream 10K|intron|TE	TE	TE	3	7.783751e-06	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	5	0	0	2.070822e-06	1.770604e-06
chr3	151188121	151188141	chr3-368	  180.30	+	ENSG00000144893	MED12L	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0008181853	3	3	3	3	2	2	2	2	2	3	3	3	3	2	3	2	41	0	0	4.348726e-05	3.541208e-05
chr3	151433191	151433211	chr3-3022	   13.70	+	ENSG00000144893	MED12L	3'UTR|Other	3'UTR	3'UTR	2	7.768907e-05	1	3	3	2	2	1	1	0	0	2	0	0	0	2	2	1	20	2.614037e-05	0	1.035411e-05	0
chr3	151525016	151525036	chr3-25628	    2.64	-			unannotated	UnAn	UnAn	1	9.169472e-06	0	0	0	0	1	1	0	0	0	0	1	1	0	2	0	0	6	0	0	2.070822e-06	1.770604e-06
chr3	152306634	152306654	chr3-173	   66.10	+	ENSG00000152601	MBNL1	intron	intron	intron	1	0.0001857028	3	3	3	3	2	2	0	0	1	3	1	1	0	2	2	1	27	0	0	2.070822e-06	1.770604e-06
chr3	152320699	152320719	chr3-221	   99.20	+	ENSG00000152601	MBNL1	intron|Other	Other	Other	2	0.0002475802	3	3	3	3	2	2	2	2	1	4	2	2	0	2	0	0	31	0	0	2.070822e-06	1.770604e-06
chr3	155896734	155896754	chr3-13444	    5.29	-			unannotated	UnAn	UnAn	1	1.505309e-05	0	0	0	0	1	1	0	0	0	1	0	0	0	2	1	2	8	0	0	2.070822e-06	1.770604e-06
chr3	155988951	155988971	chr3-70	  152.50	+				UnAn	UnAn	0	0.0004160511	3	3	3	3	2	2	1	2	1	3	3	1	0	2	3	3	35	2.614037e-05	0	6.212466e-06	0
chr3	156542609	156542629	chr3-11	  455.30	-	ENSG00000114850	SSR3	3'UTR	3'UTR	3'UTR	1	0.001379948	3	3	3	3	2	2	2	2	2	4	1	2	0	2	3	5	39	5.228075e-05	1.312112e-05	0	0
chr3	157199106	157199126	chr3-3170	   16.30	-			unannotated	UnAn	UnAn	1	5.744826e-05	1	0	0	1	1	1	0	0	0	2	2	2	0	2	3	2	17	0	0	4.141644e-06	1.770604e-06
chr3	160137018	160137038	chr3-36296	    2.20	+			Other|unannotated	Other	Other	2	7.810405e-06	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	5	0	0	2.070822e-06	1.770604e-06
chr3	160771552	160771572	chr3-4412	   11.90	-			unannotated	UnAn	UnAn	1	0.0001400163	0	1	0	0	1	1	1	0	0	1	2	0	0	2	2	4	15	0	0	4.141644e-06	1.770604e-06
chr3	160786211	160786231	chr3-36668	    2.20	-			TE|unannotated	TE	TE	2	1.031151e-05	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr3	161221971	161221991	chr3-5597	    9.25	-				UnAn	UnAn	0	0.0001036599	1	0	1	0	1	1	0	0	0	2	1	1	0	2	1	3	14	0	0	2.070822e-06	1.770604e-06
chr3	168068835	168068855	chr3-28565	    2.64	-	ENSG00000173905	GOLIM4	intron|TE	TE	TE	2	8.948008e-06	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	5	0	0	4.141644e-06	1.770604e-06
chr3	168242071	168242091	chr3-1660	   22.50	-			TE|unannotated	TE	TE	2	0.0002575081	0	1	1	1	1	1	1	0	0	2	2	1	0	2	2	4	19	0	0	4.141644e-06	1.770604e-06
chr3	168530221	168530241	chr3-6181	    8.37	-			unannotated	UnAn	UnAn	1	0.0001071101	0	1	0	1	1	1	0	0	0	0	2	1	0	2	1	4	14	0	0	2.070822e-06	1.770604e-06
chr3	169332001	169332021	chr3-18783	    3.97	+			unannotated	UnAn	UnAn	1	1.304779e-05	0	0	0	1	0	1	0	0	0	0	1	1	0	2	0	2	8	0	0	2.070822e-06	1.770604e-06
chr3	169630458	169630478	chr3-28109	    2.64	+			Other|unannotated	Other	Other	2	1.305933e-05	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	5	0	0	4.141644e-06	1.770604e-06
chr3	170304756	170304776	chr3-883	   26.00	+	ENSG00000163558	PRKCI	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001036032	3	3	3	2	2	1	1	0	0	2	0	0	0	2	3	2	24	2.614037e-05	1.312112e-05	0	0
chr3	170305769	170305789	chr3-9367	    7.49	+	ENSG00000163558	PRKCI	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	5.512847e-05	1	1	2	2	1	1	1	1	1	1	0	0	0	2	0	1	15	2.614037e-05	1.312112e-05	0	0
chr3	172098028	172098048	chr3-582	   45.00	+	ENSG00000075420	FNDC3B	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001410385	3	3	3	3	1	0	0	0	1	3	1	1	0	2	2	0	23	0	0	2.070822e-06	1.062362e-05
chr3	172376845	172376865	chr3-27372	    2.64	+	ENSG00000075420	FNDC3B	intron|Other	Other	Other	2	9.330163e-06	0	0	1	0	0	1	0	0	0	0	1	0	0	2	0	0	5	0	0	2.070822e-06	3.541208e-06
chr3	172737353	172737373	chr3-6016	    9.70	-			unannotated	UnAn	UnAn	1	0.0001055008	0	0	0	0	1	1	0	0	0	0	1	2	0	2	1	1	9	0	0	6.212466e-06	8.85302e-06
chr3	173124600	173124620	chr3-1738	   49.80	+			unannotated	UnAn	UnAn	1	0.0001184206	3	3	3	3	1	1	0	0	0	2	2	1	0	2	0	2	23	0	0	6.212466e-06	3.541208e-06
chr3	175977053	175977073	chr3-1910	  172.80	-				UnAn	UnAn	0	0.0003552725	3	3	3	3	2	2	0	1	1	4	0	1	0	2	2	3	30	0	0	2.070822e-06	3.541208e-06
chr3	175977247	175977267	chr3-1909	  164.80	-				UnAn	UnAn	0	0.0006690773	3	3	3	3	2	2	1	2	2	3	0	2	1	4	3	4	38	2.614037e-05	3.936336e-05	8.283288e-06	3.541208e-06
chr3	177023111	177023131	chr3-865	   29.50	-	ENSG00000177565	TBL1XR1	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0001479468	2	3	3	3	1	1	1	1	1	3	0	0	0	2	0	4	25	0	1.312112e-05	0	3.541208e-06
chr3	177024084	177024104	chr3-144	   87.30	-	ENSG00000177565	TBL1XR1	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0002871556	3	3	3	3	2	2	1	0	1	3	0	0	0	2	2	5	30	0	1.312112e-05	1.035411e-05	0
chr3	179829948	179829968	chr3-35776	    2.20	-	ENSG00000114757	PEX5L	intron|TE	TE	TE	2	9.197021e-06	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	4	0	0	4.141644e-06	1.770604e-06
chr3	180161934	180161954	chr3-494	  140.10	-	ENSG00000201822	RNA5SP149		UnAn	UnAn	0	0.0007901314	3	3	3	3	2	2	2	1	3	3	2	4	3	3	3	1	41	5.228075e-05	0	5.59122e-05	2.655906e-05
chr3	180821869	180821889	chr3-1914	  182.00	+				UnAn	UnAn	0	0.0007208251	3	3	3	3	2	2	2	1	2	4	1	2	1	4	3	5	41	5.228075e-05	2.624224e-05	6.212466e-06	3.541208e-06
chr3	180977092	180977112	chr3-111	   98.30	+	ENSG00000114416	FXR1	3'UTR|Other	3'UTR	3'UTR	2	0.0004364677	3	3	3	3	2	2	1	1	2	4	2	2	1	2	4	4	39	0	1.312112e-05	0	3.541208e-06
chr3	181231768	181231788	chr3-454	   38.30	+	ENSG00000206932	RNU6-4P	intron|lncRNA|snRNA	lncRNA	ncRNA	3	0.0002138156	3	3	2	3	1	2	0	0	0	2	4	2	2	2	2	2	30	0	0	2.277904e-05	1.239423e-05
