chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NES_E_M_1	NES_E_M_2	NES_E_M_3	NES_E_M_4
chr4	 77036926	 77036946	chr4-98	  111.50	+	ENSG00000138758	SEPTIN11	3'UTR|intron	3'UTR	3'UTR	2	0.0004320382	2	3	3	3	2	2	2	1	1	4	1	2	2	1	3	4	36	0	1.986373e-05	0	9.480021e-06
chr4	 82895862	 82895882	chr4-528	   81.50	-	ENSG00000138674	SEC31A	intron|lncRNA	lncRNA	ncRNA	2	0.0003948924	3	3	3	2	2	2	2	1	2	3	3	3	2	1	1	1	34	2.643335e-05	0	8.744316e-06	0
chr4	 87140407	 87140427	chr4-141	   85.50	+	ENSG00000172493	AFF1	3'UTR	3'UTR	3'UTR	1	0.0002664147	3	3	3	3	1	2	1	1	1	3	1	1	2	1	1	1	28	2.643335e-05	1.986373e-05	0	0
chr4	103575867	103575887	chr4-4953	    8.37	+	ENSG00000251577	TACR3-AS1	intron|lncRNA	lncRNA	ncRNA	2	5.66697e-05	1	0	2	3	1	1	0	1	1	1	0	0	2	0	0	2	15	2.643335e-05	0	0	9.480021e-06
chr4	143553988	143554008	chr4-4	  385.60	+	ENSG00000153147	SMARCA5	3'UTR	3'UTR	3'UTR	1	0.001185632	3	3	3	3	2	2	1	2	2	4	0	3	2	1	4	6	41	2.643335e-05	0	0	9.480021e-06
chr4	159359158	159359178	chr4-72	   91.70	+	ENSG00000109756	RAPGEF2	3'UTR|Other	3'UTR	3'UTR	2	0.000486255	3	3	3	3	2	2	2	1	2	4	1	3	2	3	1	5	40	0	1.986373e-05	0	9.480021e-06
chr4	159359158	159359178	chr4-72	   91.70	+	ENSG00000109756	RAPGEF2	3'UTR|Other	3'UTR	3'UTR	2	0.000486255	3	3	3	3	2	2	2	1	2	4	1	3	2	3	1	5	40	0	1.986373e-05	0	9.480021e-06
chr4	165342372	165342392	chr4-14	  483.90	+	ENSG00000052802	MSMO1	3'UTR	3'UTR	3'UTR	1	0.001172587	3	3	3	3	2	2	1	1	2	3	0	0	2	1	2	4	32	2.643335e-05	1.986373e-05	0	0
chr5	 19119616	 19119636	chr5-619	   26.90	-	ENSG00000249174		intron|lncRNA	lncRNA	ncRNA	2	0.0001023926	3	3	2	2	2	2	1	0	2	3	0	1	2	0	1	0	24	0	1.986373e-05	0	9.480021e-06
chr5	 34197087	 34197107	chr5-14020	    3.53	-	ENSG00000215158	GUSBP18	intron|lncRNA	lncRNA	ncRNA	2	3.593043e-05	2	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	7	0	1.986373e-05	0	9.480021e-06
chr5	 34802314	 34802334	chr5-442	   82.40	+	ENSG00000039560	RAI14	downstream 10K|intron	intron	intron	2	0.0003343012	3	3	3	2	2	2	1	1	3	3	2	2	2	2	1	3	35	0	1.986373e-05	8.744316e-06	0
chr5	 37640467	 37640487	chr5-9378	    4.85	+	ENSG00000082068	WDR70	intron|CDS_Retained_intron	CDS_RI	intron	2	4.657172e-05	1	1	0	2	2	0	0	0	0	1	0	1	2	0	0	0	10	2.643335e-05	0	0	9.480021e-06
chr5	 43208010	 43208030	chr5-240	   52.00	+	ENSG00000177453	NIM1K	intron	intron	intron	1	0.0001593052	1	3	3	3	2	2	1	1	1	3	1	1	2	0	2	2	28	0	3.972747e-05	8.744316e-06	0
chr5	 43290073	 43290093	chr5-4	 1791.50	-	ENSG00000112972	HMGCS1	3'UTR	3'UTR	3'UTR	1	0.005095361	3	3	3	3	2	2	2	2	2	5	3	4	3	3	3	7	50	5.28667e-05	3.972747e-05	8.744316e-06	0
chr5	 55439853	 55439873	chr5-1282	  258.30	+			unannotated	UnAn	UnAn	1	0.0009892964	3	3	3	3	2	2	2	2	2	3	4	4	3	4	2	3	45	2.643335e-05	1.986373e-05	0	9.480021e-06
chr5	 55838130	 55838150	chr5-54	  921.50	-				UnAn	UnAn	0	0.002897109	3	3	3	3	2	2	2	2	3	4	3	3	4	2	3	6	48	5.28667e-05	1.986373e-05	2.623295e-05	9.480021e-06
chr5	 72207978	 72207998	chr5-35	  239.70	+	ENSG00000131711	MAP1B	3'UTR|Other	3'UTR	3'UTR	2	0.000899862	3	3	3	3	2	2	2	1	2	4	0	2	2	2	3	4	38	2.643335e-05	3.972747e-05	0	0
chr5	 73548914	 73548934	chr5-838	  529.70	-			downstream 10K	DS10K	DS10K	1	0.001536718	3	3	3	3	2	2	1	2	1	4	2	3	2	3	3	5	42	2.643335e-05	1.986373e-05	0	0
chr5	 75026633	 75026653	chr5-87	  138.40	-	ENSG00000176928	GCNT4	3'UTR|TE	3'UTR	3'UTR	2	0.0005202926	3	3	3	3	2	2	1	1	1	3	0	2	2	1	2	5	34	2.643335e-05	1.986373e-05	0	0
chr5	 77786138	 77786158	chr5-26	 1215.90	+				UnAn	UnAn	0	0.003786105	3	3	3	3	2	2	2	2	3	4	2	4	4	4	4	5	50	0.0001321667	0.0001589099	1.748863e-05	1.896004e-05
chr5	 77786449	 77786469	chr5-55	  554.40	+				UnAn	UnAn	0	0.002005309	3	3	3	3	2	2	1	1	2	4	2	2	3	3	4	5	43	5.28667e-05	0.0001191824	0	1.896004e-05
chr5	 78476219	 78476239	chr5-214	   67.00	+	ENSG00000085365	SCAMP1	3'UTR	3'UTR	3'UTR	1	0.0002412515	3	3	3	3	2	2	2	1	1	3	1	2	2	1	1	2	32	2.643335e-05	1.986373e-05	0	0
chr5	 80299536	 80299556	chr5-3	 2287.30	-				UnAn	UnAn	0	0.008203653	3	3	3	3	2	2	2	2	3	5	2	3	4	4	4	7	52	0.0001057334	0.0001986373	2.623295e-05	6.636015e-05
chr5	 80650794	 80650814	chr5-232	  115.00	-	ENSG00000228716	DHFR	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0006546422	3	3	3	3	2	2	2	2	3	4	2	4	2	3	2	3	43	0	0	4.372158e-05	4.74001e-05
chr5	 83055535	 83055555	chr5-129	   83.30	-	ENSG00000174695	TMEM167A	3'UTR	3'UTR	3'UTR	1	0.0004356576	3	3	3	3	2	2	1	1	2	4	1	1	2	1	3	4	36	0	1.986373e-05	0	9.480021e-06
chr5	 94569481	 94569501	chr5-314	  177.60	-	ENSG00000185261	KIAA0825	intron	intron	intron	1	0.000541269	3	3	3	3	2	2	2	1	3	2	2	3	2	2	2	1	36	0	0	3.497726e-05	1.896004e-05
chr5	 98339873	 98339893	chr5-40	  259.60	+				UnAn	UnAn	0	0.001162088	3	3	3	3	2	2	1	2	2	3	2	2	2	3	4	4	41	2.643335e-05	3.972747e-05	0	0
chr5	 98340306	 98340326	chr5-107	  230.50	+				UnAn	UnAn	0	0.00128589	2	3	3	3	2	2	1	2	2	3	1	2	2	3	3	3	37	0.0001586001	3.972747e-05	0	0
chr5	 99518816	 99518836	chr5-15637	    3.08	+			unannotated	UnAn	UnAn	1	6.154848e-05	1	1	0	0	0	1	0	0	0	0	0	0	2	1	1	0	7	0	1.986373e-05	0	9.480021e-06
chr5	116818101	116818121	chr5-848	   70.10	+			unannotated	UnAn	UnAn	1	0.0003090941	2	3	2	3	2	2	1	2	1	3	3	3	2	2	1	0	32	5.28667e-05	0	0	9.480021e-06
chr5	118974736	118974756	chr5-66	   95.60	+				UnAn	UnAn	0	0.0004284399	3	3	3	3	2	2	1	1	2	3	0	1	2	0	3	4	33	2.643335e-05	1.986373e-05	0	0
chr5	131658529	131658549	chr5-144	  223.00	-	ENSG00000217128	FNIP1	intron	intron	intron	1	0.001488234	3	3	3	3	2	2	1	1	1	4	2	2	2	3	4	3	39	7.930004e-05	9.931867e-05	0	0
chr5	131658529	131658549	chr5-144	  223.00	-	ENSG00000217128	FNIP1	intron	intron	intron	1	0.001488234	3	3	3	3	2	2	1	1	1	4	2	2	2	3	4	3	39	7.930004e-05	9.931867e-05	0	0
chr5	137752095	137752115	chr5-8	  352.60	-	ENSG00000177733	HNRNPA0	3'UTR	3'UTR	3'UTR	1	0.001052659	3	3	3	3	2	2	1	2	2	4	1	2	2	3	2	4	39	0	1.986373e-05	8.744316e-06	0
chr5	138561064	138561084	chr5-71	  277.60	-	ENSG00000113013	HSPA9	downstream 10K|intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	4	0.0007778261	3	3	3	3	2	2	2	2	3	2	2	2	2	2	0	1	34	0	0	1.748863e-05	9.480021e-06
chr5	151805231	151805251	chr5-33	  192.60	+	ENSG00000145907	G3BP1	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0007077466	3	3	3	3	2	2	1	1	2	4	2	1	2	1	2	5	37	5.28667e-05	1.986373e-05	0	0
chr5	154816558	154816578	chr5-18	  347.30	+	ENSG00000155506	LARP1	3'UTR|Other|CDS_Retained_intron	3'UTR	3'UTR	3	0.001695281	3	3	3	3	2	2	1	1	2	4	2	4	2	4	3	6	45	2.643335e-05	5.95912e-05	0	0
chr5	157028221	157028241	chr5-15	  229.60	-	ENSG00000113249	HAVCR1	3'UTR	3'UTR	3'UTR	1	0.0009998447	3	3	3	3	2	2	1	1	2	4	1	2	2	1	3	6	39	0	0	8.744316e-06	6.636015e-05
chr5	168549091	168549111	chr5-38	  168.40	-	ENSG00000120137	PANK3	3'UTR	3'UTR	3'UTR	1	0.0006141405	3	3	3	3	2	2	1	2	3	5	0	2	2	0	2	3	36	2.643335e-05	1.986373e-05	0	0
chr5	168557279	168557299	chr5-9	  772.60	-	ENSG00000120137	PANK3	3'UTR	3'UTR	3'UTR	1	0.002558187	3	3	3	3	2	2	2	2	2	4	3	4	2	3	3	4	45	2.643335e-05	9.931867e-05	0	0
chr5	174562270	174562290	chr5-20	  363.60	+				UnAn	UnAn	0	0.001428089	3	3	3	3	2	2	2	1	2	5	3	3	3	4	4	6	49	5.28667e-05	7.945494e-05	0	4.74001e-05
chr5	179614327	179614347	chr5-2	 3596.20	-	ENSG00000169045	HNRNPH1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.01116815	3	3	3	3	2	2	2	2	4	5	4	4	3	4	5	7	56	2.643335e-05	0	3.497726e-05	1.896004e-05
chr5	179728922	179728942	chr5-11	  570.70	+	ENSG00000127022	CANX	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.002163148	3	3	3	3	2	2	2	2	2	4	2	2	2	3	3	5	43	0	0	4.372158e-05	7.584017e-05
chr5	179730155	179730175	chr5-560	   35.70	+	ENSG00000127022	CANX	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001881799	3	2	3	3	2	1	0	0	2	4	1	0	2	1	1	2	27	2.643335e-05	1.986373e-05	0	0
chr5	181173700	181173720	chr5-6347	  167.90	+			tRNA|unannotated	tRNA	ncRNA	2	0.000522442	3	3	3	2	2	2	2	2	2	2	3	2	2	2	1	3	36	0	0	8.744316e-06	9.480021e-06
chr6	  4428053	  4428073	chr6-49	  358.70	+	ENSG00000201185	RNA5SP202		UnAn	UnAn	0	0.003974395	3	3	3	3	2	2	2	2	3	4	3	4	3	4	3	2	46	0	1.986373e-05	0.0002186079	0.0001042802
chr6	  4493950	  4493970	chr6-23431	    2.64	-	ENSG00000285424		intron|lncRNA	lncRNA	ncRNA	2	3.056089e-05	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	4	0	0	8.744316e-06	1.896004e-05
chr6	  5608999	  5609019	chr6-484	   33.10	-				UnAn	UnAn	0	0.0001224242	0	1	3	3	2	2	0	0	0	2	0	0	2	1	1	2	19	2.643335e-05	1.986373e-05	0	0
chr6	  7287906	  7287926	chr6-8	  734.20	-	ENSG00000124783	SSR1	3'UTR|CDS|intron	3'UTR	3'UTR	3	0.002154912	3	3	3	3	2	2	1	1	2	5	2	1	2	1	2	6	39	2.643335e-05	5.95912e-05	0	0
chr6	  7481317	  7481337	chr6-4677	   52.40	+			unannotated	UnAn	UnAn	1	0.0007361203	3	3	3	3	2	2	1	2	1	2	2	3	2	2	3	2	36	2.643335e-05	1.986373e-05	0	0
chr6	 10887605	 10887625	chr6-5764	  373.30	+	ENSG00000153157	SYCP2L	intron	intron	intron	1	0.002690921	3	3	3	3	2	2	2	1	1	3	4	4	3	4	2	2	42	5.28667e-05	0.0002780923	8.744316e-06	0
chr6	 24705297	 24705317	chr6-5	  402.80	-	ENSG00000112308	C6orf62	3'UTR	3'UTR	3'UTR	1	0.001284527	3	3	3	3	2	2	2	2	2	4	2	3	4	1	3	5	44	0.0001057334	1.986373e-05	1.748863e-05	9.480021e-06
chr6	 26285138	 26285158	chr6-227	   96.50	-	ENSG00000158406	H4C8	3'UTR	3'UTR	3'UTR	1	0.0005899576	3	3	3	3	2	2	1	1	2	3	1	2	2	2	1	4	35	2.643335e-05	3.972747e-05	0	0
chr6	 26327650	 26327670	chr6-6778	  190.40	+	ENSG00000291336		intron|tRNA	tRNA	ncRNA	2	0.001913625	3	3	3	3	2	2	2	2	3	3	3	4	3	4	3	2	45	0.0002907668	0.0002582286	8.744316e-06	0
chr6	 28881431	 28881451	chr6-7873	   34.80	+			tRNA|unannotated	tRNA	ncRNA	2	0.000183699	2	3	3	2	2	2	0	0	1	2	1	1	2	2	1	2	26	0	1.986373e-05	5.24659e-05	0
chr6	 29635833	 29635853	chr6-640	   29.10	-				UnAn	UnAn	0	0.0003764227	2	1	3	3	2	2	2	1	1	3	1	1	2	1	3	3	31	2.643335e-05	0	1.748863e-05	0
chr6	 31536383	 31536403	chr6-228	   78.90	-	ENSG00000198563	DDX39B	downstream 10K|intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	4	0.001216658	3	3	3	3	2	2	2	2	3	2	4	4	2	2	2	2	41	0	0	8.744316e-06	9.480021e-06
chr6	 31830166	 31830186	chr6-11	  316.90	+	ENSG00000204388	HSPA1B	3'UTR|intron|Other|lncRNA	3'UTR	3'UTR	4	0.0009248311	3	3	3	3	2	2	1	1	2	4	2	3	2	2	2	6	41	2.643335e-05	0	0	1.896004e-05
chr6	 36639615	 36639635	chr6-582	   31.70	-	ENSG00000238554	RNU1-88P	snRNA	snRNA	ncRNA	1	0.0004473861	3	3	0	2	2	2	2	0	2	2	3	4	2	4	1	2	34	2.643335e-05	0	8.744316e-06	0
chr6	 44253829	 44253849	chr6-35	  165.70	+	ENSG00000096384	HSP90AB1	3'UTR	3'UTR	3'UTR	1	0.0004623016	3	3	3	3	2	2	1	1	1	4	3	1	2	0	3	4	36	0	1.986373e-05	8.744316e-06	0
chr6	 53268430	 53268450	chr6-18	  532.80	-	ENSG00000012660	ELOVL5	3'UTR	3'UTR	3'UTR	1	0.001519956	3	3	3	3	2	2	1	1	3	4	3	3	2	2	3	6	44	2.643335e-05	5.95912e-05	0	0
chr6	 55674801	 55674821	chr6-25038	    4.41	-				UnAn	UnAn	0	2.92336e-05	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	5	0	0	8.744316e-06	9.480021e-06
chr6	 57107565	 57107585	chr6-12885	    3.97	+	ENSG00000112200	ZNF451	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	4.221851e-05	0	2	1	0	0	1	0	0	0	1	0	0	2	0	0	0	7	0	1.986373e-05	1.748863e-05	0
chr6	 57186650	 57186670	chr6-5945	    6.17	+	ENSG00000112208	BAG2	3'UTR	3'UTR	3'UTR	1	5.819661e-05	1	1	0	2	1	1	0	0	1	1	0	0	2	0	1	1	12	2.643335e-05	1.986373e-05	0	0
chr6	 63580744	 63580764	chr6-3	  658.00	+	ENSG00000112245	PTP4A1	3'UTR	3'UTR	3'UTR	1	0.002477328	3	3	3	3	2	2	2	2	2	5	3	3	2	2	4	5	46	0.0001057334	5.95912e-05	0	0
chr6	 63581158	 63581178	chr6-17	  372.80	+	ENSG00000112245	PTP4A1	3'UTR	3'UTR	3'UTR	1	0.001072109	3	3	3	3	2	2	2	0	2	4	2	0	3	2	2	4	37	2.643335e-05	1.986373e-05	0	9.480021e-06
chr6	 76987507	 76987527	chr6-1554	   14.50	-			unannotated	UnAn	UnAn	1	7.111695e-05	2	3	1	2	2	1	1	1	1	3	0	1	2	0	0	0	20	2.643335e-05	0	0	9.480021e-06
chr6	 78937143	 78937163	chr6-320	   43.20	-	ENSG00000146247	PHIP	3'UTR	3'UTR	3'UTR	1	0.0002366679	3	3	3	3	1	2	1	1	1	4	3	1	2	0	1	2	31	2.643335e-05	1.986373e-05	0	0
chr6	 85677303	 85677323	chr6-66	  130.50	-	ENSG00000203875	SNHG5	intron|lncRNA|ncRNA_Retained_intron	lncRNA	ncRNA	3	0.001243186	3	3	3	3	2	2	2	2	3	3	4	3	2	3	2	3	43	0	0	2.623295e-05	9.480021e-06
chr6	 88275735	 88275755	chr6-2	 1940.90	-	ENSG00000234426		intron|lncRNA	lncRNA	ncRNA	2	0.00739227	3	3	3	3	2	2	2	2	3	5	3	4	4	4	4	7	54	0.0001057334	0.0001390461	2.623295e-05	7.584017e-05
chr6	104785351	104785371	chr6-391	   34.80	-	ENSG00000085382	HACE1	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0001137034	3	3	2	1	2	1	1	1	1	3	2	1	2	0	0	0	23	2.643335e-05	0	8.744316e-06	0
chr6	113861085	113861105	chr6-10	  609.50	+	ENSG00000277443	MARCKS	3'UTR	3'UTR	3'UTR	1	0.002055862	3	3	3	3	2	2	1	2	2	4	2	3	2	2	3	6	43	0	1.986373e-05	3.497726e-05	0
chr6	113861762	113861782	chr6-306	   52.40	+	ENSG00000277443	MARCKS	3'UTR	3'UTR	3'UTR	1	0.0001822236	2	3	3	3	2	2	1	1	1	3	2	1	2	1	1	2	30	0	1.986373e-05	8.744316e-06	0
chr6	120262314	120262334	chr6-1004	   20.30	+			unannotated	UnAn	UnAn	1	0.0004088101	1	2	1	1	1	2	1	1	1	1	2	2	2	2	4	3	27	0	0	9.618748e-05	9.480021e-06
chr6	125979901	125979921	chr6-481	   79.80	-	ENSG00000251920	RNA5SP216		UnAn	UnAn	0	0.0002571766	3	3	3	3	2	2	1	2	1	4	0	3	2	3	1	0	33	0	1.986373e-05	0	9.480021e-06
chr6	126027736	126027756	chr6-1266	   18.10	+	ENSG00000066651	TRMT11	downstream 10K|intron	intron	intron	2	8.66546e-05	3	2	3	3	2	0	1	1	1	0	2	0	2	0	1	0	21	2.643335e-05	0	0	9.480021e-06
chr6	132815352	132815372	chr6-56	 1091.20	+	ENSG00000112306	RPS12	intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	3	0.003342684	3	3	3	3	2	2	2	2	4	4	4	4	3	3	3	3	48	0	5.95912e-05	0.0001486534	0.0001137603
chr6	132817310	132817330	chr6-2204	   13.20	+	ENSG00000112306	RPS12	intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	3	0.0001241695	2	3	0	1	2	1	2	2	0	1	2	2	2	1	1	0	22	0	0	1.748863e-05	9.480021e-06
chr6	142446122	142446142	chr6-1447	   11.50	+	ENSG00000112414	ADGRG6	3'UTR	3'UTR	3'UTR	1	8.524494e-05	1	2	3	2	2	1	1	0	2	2	2	0	2	0	0	1	21	2.643335e-05	0	0	9.480021e-06
chr6	158766276	158766296	chr6-14	  355.20	-	ENSG00000092820	EZR	3'UTR	3'UTR	3'UTR	1	0.001962524	3	3	3	3	2	2	2	1	2	4	2	4	3	4	4	6	48	2.643335e-05	3.972747e-05	0	2.844006e-05
chr6	160106495	160106515	chr6-132	   86.80	+	ENSG00000197081	IGF2R	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0006344915	3	3	3	3	2	2	1	1	2	3	0	2	2	2	3	5	37	2.643335e-05	3.972747e-05	0	0
chr6	165409585	165409605	chr6-274	   80.70	+	ENSG00000199523	RNA5SP226		UnAn	UnAn	0	0.0006499144	3	3	3	3	2	2	2	2	1	4	2	2	2	2	2	3	38	0	0	3.497726e-05	1.896004e-05
chr6	167910985	167911005	chr6-54	  311.60	+	ENSG00000130396	AFDN	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0008342059	3	3	3	3	2	2	2	1	2	4	3	3	2	1	3	3	40	2.643335e-05	1.986373e-05	0	0
chr7	  5527294	  5527314	chr7-2	 1725.40	-	ENSG00000075624	ACTB	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.004820598	3	3	3	3	2	2	2	2	2	4	3	3	3	4	3	6	48	7.930004e-05	0.0002582286	0	1.896004e-05
chr7	  5527610	  5527630	chr7-1	 6692.70	-	ENSG00000075624	ACTB	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.02175231	3	3	3	3	2	2	2	2	4	5	3	4	4	4	5	7	56	7.930004e-05	0.0001986373	9.618748e-05	0.0001896004
chr7	  5527692	  5527712	chr7-31	  271.00	-	ENSG00000075624	ACTB	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.001445605	3	3	3	3	2	2	1	1	3	4	0	2	2	4	4	6	43	7.930004e-05	5.95912e-05	0	0
chr7	  6461780	  6461800	chr7-50	  174.10	-	ENSG00000136240	KDELR2	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0007491779	3	2	3	3	2	2	1	1	2	4	1	1	2	1	4	4	36	2.643335e-05	3.972747e-05	0	0
chr7	  6462067	  6462087	chr7-28	  155.10	-	ENSG00000136240	KDELR2	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0005093375	3	3	3	3	2	2	1	1	2	4	1	0	2	2	1	4	34	2.643335e-05	1.986373e-05	0	0
chr7	  6462911	  6462931	chr7-315	   74.00	-	ENSG00000136240	KDELR2	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0005092373	3	3	3	3	2	2	1	1	2	3	1	0	2	0	2	4	32	2.643335e-05	3.972747e-05	0	0
chr7	  7189496	  7189516	chr7-3688	    8.81	+	ENSG00000106392	C1GALT1	intron|CDS_Retained_intron	CDS_RI	intron	2	4.409875e-05	0	2	0	2	1	1	1	0	0	2	0	0	2	0	0	0	11	0	1.986373e-05	0	9.480021e-06
chr7	 11842954	 11842974	chr7-752	   26.90	-			TE|unannotated	TE	TE	2	0.0001068281	3	3	2	3	1	1	0	0	0	3	1	1	2	0	0	1	21	2.643335e-05	1.986373e-05	0	0
chr7	 12233253	 12233273	chr7-83	   95.20	+	ENSG00000106460	TMEM106B	3'UTR|Other	3'UTR	3'UTR	2	0.000361788	3	3	3	3	2	2	1	1	1	3	0	1	2	1	3	2	31	2.643335e-05	1.986373e-05	0	0
chr7	 23505142	 23505162	chr7-7	  742.60	-	ENSG00000164548	TRA2A	3'UTR	3'UTR	3'UTR	1	0.002516496	3	3	3	3	2	2	2	2	2	4	3	3	2	2	5	7	48	2.643335e-05	3.972747e-05	0	0
chr7	 23505483	 23505503	chr7-9	  295.70	-	ENSG00000164548	TRA2A	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0007060671	3	3	3	3	2	2	1	1	2	3	0	1	2	1	2	3	32	0	1.986373e-05	0	9.480021e-06
chr7	 39998955	 39998975	chr7-15734	    3.53	+	ENSG00000065883	CDK13	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	4.155003e-05	0	1	2	1	0	0	0	0	0	2	0	0	2	0	0	0	8	2.643335e-05	0	8.744316e-06	0
chr7	 39998955	 39998975	chr7-15734	    3.53	+	ENSG00000065883	CDK13	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	4.155003e-05	0	1	2	1	0	0	0	0	0	2	0	0	2	0	0	0	8	2.643335e-05	0	8.744316e-06	0
chr7	 45252009	 45252029	chr7-1188	   21.60	+			unannotated	UnAn	UnAn	1	0.0001445634	0	0	2	2	1	1	1	1	0	0	2	2	2	2	0	2	18	0	0	1.748863e-05	9.480021e-06
chr7	 55732632	 55732652	chr7-19	  364.90	+				UnAn	UnAn	0	0.001289795	3	3	3	3	2	2	1	1	2	4	1	1	3	3	4	5	41	2.643335e-05	7.945494e-05	0	4.74001e-05
chr7	 64434783	 64434803	chr7-24	  225.60	+				UnAn	UnAn	0	0.0008474451	3	3	3	3	2	2	2	1	3	5	3	2	3	3	2	3	43	2.643335e-05	1.986373e-05	1.748863e-05	0
chr7	 69062496	 69062516	chr7-2775	   20.70	+			unannotated	UnAn	UnAn	1	7.043596e-05	2	1	0	0	1	2	0	1	0	1	2	1	2	2	0	0	15	0	0	8.744316e-06	9.480021e-06
chr7	 72718443	 72718463	chr7-1807	   13.70	-	ENSG00000277149	TYW1B	intron	intron	intron	1	7.1488e-05	3	2	0	3	2	1	1	0	1	2	0	0	2	0	0	0	17	2.643335e-05	1.986373e-05	0	0
chr7	 76327196	 76327216	chr7-21	  196.10	-	ENSG00000170027	YWHAG	3'UTR	3'UTR	3'UTR	1	0.0007697769	3	3	3	3	2	2	2	1	3	3	2	1	2	1	3	4	38	0	1.986373e-05	0	9.480021e-06
chr7	 81276037	 81276057	chr7-34216	    3.08	+			unannotated	UnAn	UnAn	1	3.440927e-05	0	0	0	0	1	0	0	0	0	0	1	0	2	0	2	0	6	0	0	8.744316e-06	1.896004e-05
chr7	 81333707	 81333727	chr7-728	   38.30	+				UnAn	UnAn	0	0.0002634156	0	0	2	1	2	2	1	1	2	3	2	3	2	3	3	1	28	0	0	4.372158e-05	2.844006e-05
chr7	 92587947	 92587967	chr7-17609	    3.08	-	ENSG00000234545	FAM133B	intron|CDS_Retained_intron	CDS_RI	intron	2	4.368617e-05	2	1	1	1	0	1	0	0	0	0	0	0	2	1	0	0	9	2.643335e-05	0	0	9.480021e-06
chr7	 94668007	 94668027	chr7-1499	   18.10	+	ENSG00000242265	PEG10	3'UTR|intron	3'UTR	3'UTR	2	0.0001356941	2	3	3	3	1	2	0	0	0	3	0	1	2	0	1	1	22	2.643335e-05	0	8.744316e-06	0
chr7	 94669246	 94669266	chr7-1018	   20.70	+	ENSG00000242265	PEG10	3'UTR	3'UTR	3'UTR	1	0.0002000009	2	3	3	3	2	2	1	1	1	3	1	0	2	1	0	5	30	2.643335e-05	1.986373e-05	0	0
chr7	 98207521	 98207541	chr7-17	  194.80	+	ENSG00000164715	LMTK2	3'UTR	3'UTR	3'UTR	1	0.0006646485	3	3	3	3	2	2	1	1	2	4	0	1	2	1	3	3	34	2.643335e-05	1.986373e-05	0	0
chr7	 99366126	 99366146	chr7-71	   82.40	+	ENSG00000241685	ARPC1A	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0003065035	2	3	3	3	2	2	1	1	2	3	0	0	3	1	2	2	30	2.643335e-05	1.986373e-05	8.744316e-06	0
chr7	100039994	100040014	chr7-49	  142.80	+	ENSG00000106261	ZKSCAN1	3'UTR	3'UTR	3'UTR	1	0.0004511426	3	3	3	3	2	2	1	1	2	4	0	1	2	0	0	5	32	2.643335e-05	0	2.623295e-05	0
chr7	116919098	116919118	chr7-44	  107.50	+	ENSG00000198898	CAPZA2	3'UTR|Other	3'UTR	3'UTR	2	0.0003792086	3	3	3	3	2	2	2	1	1	2	2	1	2	1	2	2	32	0	0	8.744316e-06	3.792008e-05
chr7	118196423	118196443	chr7-891	   21.20	+	ENSG00000128534	LSM8	3'UTR	3'UTR	3'UTR	1	7.523546e-05	3	2	3	3	2	1	1	1	0	3	0	0	2	0	2	0	23	0	0	8.744316e-06	9.480021e-06
