chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	G3BP_E_S_1	G3BP_E_S_2	G3BP_E_S_3	G3BP_E_S_4	G3BP_E_S_5	G3BP_E_S_6	G3BP_E_S_7
chr2	 59322845	 59322865	chr2-6918	   16.70	-	ENSG00000233891		intron|TE|lncRNA	lncRNA	ncRNA	3	7.54692e-05	0	0	0	0	2	1	0	1	0	2	1	0	0	1	1	3	12	0	9.92308e-06	1.907189e-06	0	0	0	1.49363e-05
chr2	 61049048	 61049068	chr2-6604	    8.37	+	ENSG00000162928	PEX13	3'UTR	3'UTR	3'UTR	1	3.752929e-05	1	2	2	2	0	1	1	1	1	1	0	0	0	0	0	3	15	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	0
chr2	 61049211	 61049231	chr2-89	  106.20	+	ENSG00000162928	PEX13	3'UTR	3'UTR	3'UTR	1	0.0003272691	3	3	3	3	2	2	1	1	2	3	1	2	0	1	3	3	33	0	6.615386e-06	5.721566e-06	2.254614e-05	0	0	0
chr2	 61243561	 61243581	chr2-14867	    6.61	-	ENSG00000115464	USP34	intron|CDS_Retained_intron	CDS_RI	intron	2	9.48916e-05	0	0	1	0	1	0	0	0	0	2	1	1	0	1	0	3	10	7.605141e-05	3.307693e-06	5.721566e-06	0	0	0	0
chr2	 61316036	 61316056	chr2-30967	    3.08	+			TE|unannotated	TE	TE	2	2.31011e-05	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	3	7	0	1.653847e-06	1.907189e-06	0	0	0	1.49363e-05
chr2	 61478530	 61478550	chr2-658	   49.80	-	ENSG00000082898	XPO1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001816398	1	3	3	3	1	2	1	1	1	4	2	1	0	0	1	3	27	0	1.653847e-06	0	3.38192e-05	3.563538e-05	0	0
chr2	 61478600	 61478620	chr2-116	  155.60	-	ENSG00000082898	XPO1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0005655419	3	3	3	3	2	2	1	2	2	3	2	2	0	1	1	4	34	0	3.307693e-06	5.721566e-06	3.38192e-05	3.563538e-05	0	0
chr2	 61537660	 61537680	chr2-234	  155.60	-	ENSG00000082898	XPO1	5'UTR|intron|CDS_Retained_intron	5'UTR	5'UTR	3	0.0003453978	3	3	3	3	2	1	1	0	2	3	2	1	0	0	0	3	27	0	0	1.907189e-06	0	3.563538e-05	8.539856e-06	0
chr2	 62560150	 62560170	chr2-16552	    3.97	-	ENSG00000226622		intron|lncRNA	lncRNA	ncRNA	2	8.528196e-05	0	0	2	1	0	1	0	0	0	2	0	0	0	0	0	3	9	0	3.307693e-06	1.907189e-06	0	0	0	1.49363e-05
chr2	 63890999	 63891019	chr2-2515	   15.90	-			downstream 10K	DS10K	DS10K	1	6.358159e-05	2	2	3	3	0	2	0	0	1	3	0	0	0	0	1	3	20	0	3.307693e-06	3.814377e-06	0	0	0	1.49363e-05
chr2	 64458902	 64458922	chr2-1350	   20.70	+	ENSG00000119862	LGALSL	3'UTR|Other	3'UTR	3'UTR	2	0.0001111309	1	2	3	2	1	2	0	1	1	3	0	2	0	0	0	3	21	0	3.307693e-06	0	0	3.563538e-05	8.539856e-06	0
chr2	 64460027	 64460047	chr2-211	   65.70	+	ENSG00000119862	LGALSL	3'UTR|Other	3'UTR	3'UTR	2	0.0002194817	3	3	3	3	2	2	1	0	1	4	1	1	0	1	1	4	30	0	1.653847e-06	1.144313e-05	1.127307e-05	3.563538e-05	0	0
chr2	 64634791	 64634811	chr2-365	   53.80	-	ENSG00000179833	SERTAD2	3'UTR	3'UTR	3'UTR	1	0.0002601009	3	3	3	3	2	2	1	1	2	4	1	1	0	0	1	6	33	7.605141e-05	1.653847e-06	3.814377e-06	1.127307e-05	3.563538e-05	0	1.49363e-05
chr2	 65086965	 65086985	chr2-101	  101.80	-	ENSG00000138069	RAB1A	3'UTR|intron	3'UTR	3'UTR	2	0.0003380754	3	3	3	3	1	1	1	1	1	3	0	1	0	2	2	3	28	0	1.157693e-05	9.535943e-06	5.636534e-05	0	0	0
chr2	 65269352	 65269372	chr2-333	   51.60	+	ENSG00000138071	ACTR2	3'UTR	3'UTR	3'UTR	1	0.0001656848	3	2	3	3	2	1	2	1	1	3	0	0	1	0	1	3	26	0	0	1.907189e-06	0	0	8.539856e-06	1.49363e-05
chr2	 65269513	 65269533	chr2-114	   82.90	+	ENSG00000138071	ACTR2	3'UTR	3'UTR	3'UTR	1	0.0003153904	3	3	3	3	2	2	2	2	1	3	0	0	0	2	2	4	32	0	4.96154e-06	3.814377e-06	3.38192e-05	0	0	1.49363e-05
chr2	 65269850	 65269870	chr2-16	  465.00	+	ENSG00000138071	ACTR2	3'UTR	3'UTR	3'UTR	1	0.001511945	3	3	3	3	2	2	1	2	2	4	3	3	1	2	5	5	44	0	1.984616e-05	2.097907e-05	4.509227e-05	0	8.539856e-06	4.480889e-05
chr2	 65269928	 65269948	chr2-41	  262.70	+	ENSG00000138071	ACTR2	3'UTR	3'UTR	3'UTR	1	0.000949751	3	3	3	3	2	2	2	2	2	5	1	2	1	3	3	6	43	0	1.488462e-05	2.479345e-05	5.636534e-05	3.563538e-05	1.707971e-05	5.974519e-05
chr2	 65270813	 65270833	chr2-646	   33.90	+	ENSG00000138071	ACTR2	3'UTR	3'UTR	3'UTR	1	0.0001721407	1	2	3	3	1	2	0	1	2	2	0	2	0	1	0	3	23	0	1.653847e-06	1.907189e-06	2.254614e-05	0	0	0
chr2	 65270879	 65270899	chr2-3516	   11.00	+	ENSG00000138071	ACTR2	3'UTR	3'UTR	3'UTR	1	0.0001049516	1	0	3	3	1	2	1	1	1	3	0	0	0	1	0	4	21	0	1.653847e-06	1.907189e-06	2.254614e-05	3.563538e-05	0	0
chr2	 65271102	 65271122	chr2-421	   33.50	+	ENSG00000138071	ACTR2	3'UTR	3'UTR	3'UTR	1	0.0001046614	2	2	3	3	1	2	1	0	0	3	0	0	0	1	1	3	22	0	4.96154e-06	5.721566e-06	0	0	0	1.49363e-05
chr2	 65599971	 65599991	chr2-22954	    3.97	-	ENSG00000235725	LINC03050	intron|lncRNA	lncRNA	ncRNA	2	2.80595e-05	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	3	7	0	4.96154e-06	1.907189e-06	0	0	0	1.49363e-05
chr2	 66157497	 66157517	chr2-17230	    6.17	+	ENSG00000204929	LINC02934	intron|TE|lncRNA	lncRNA	ncRNA	3	0.0001026769	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	3	8	7.605141e-05	1.653847e-06	9.535943e-06	0	0	0	0
chr2	 67656719	 67656739	chr2-23161	    3.53	+			Other|unannotated	Other	Other	2	3.011506e-05	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	3	7	0	1.653847e-06	0	0	0	8.539856e-06	1.49363e-05
chr2	 68178926	 68178946	chr2-3338	   14.10	-	ENSG00000221823	PPP3R1	3'UTR|intron	3'UTR	3'UTR	2	0.000154538	2	3	2	3	2	1	0	1	0	3	1	1	0	1	1	4	25	0	1.653847e-06	1.907189e-06	5.636534e-05	3.563538e-05	0	0
chr2	 68180563	 68180583	chr2-3566	   12.80	-	ENSG00000221823	PPP3R1	3'UTR|intron	3'UTR	3'UTR	2	7.117523e-05	1	2	0	2	2	1	1	1	1	3	0	0	0	2	1	3	20	0	3.307693e-06	1.907189e-06	1.127307e-05	0	0	0
chr2	 68675982	 68676002	chr2-1227	   28.60	-			TE|unannotated	TE	TE	2	0.000176176	0	1	2	2	1	1	0	0	0	1	2	1	0	2	2	3	18	7.605141e-05	2.48077e-05	3.623658e-05	0	0	0	0
chr2	 69318661	 69318681	chr2-97	   89.50	-			downstream 10K	DS10K	DS10K	1	0.000304171	3	3	3	3	2	1	1	1	1	3	0	2	0	1	2	3	29	0	1.653847e-05	0	4.509227e-05	3.563538e-05	0	0
chr2	 69324858	 69324878	chr2-2324	   19.00	-	ENSG00000198380	GFPT1	3'UTR	3'UTR	3'UTR	1	0.0001334629	1	2	3	3	1	1	1	2	0	3	2	1	1	0	0	4	25	0	1.653847e-06	1.907189e-06	0	3.563538e-05	0	1.49363e-05
chr2	 69325673	 69325693	chr2-140	   68.80	-	ENSG00000198380	GFPT1	3'UTR	3'UTR	3'UTR	1	0.0002408634	3	2	3	3	2	2	1	2	1	3	1	0	1	0	3	4	31	0	8.269233e-06	1.144313e-05	1.127307e-05	0	1.707971e-05	0
chr2	 69461481	 69461501	chr2-32	  187.70	-	ENSG00000115977	AAK1	3'UTR	3'UTR	3'UTR	1	0.0005674966	3	3	3	3	2	2	1	1	3	4	1	2	0	1	1	4	34	0	1.157693e-05	2.860783e-05	2.254614e-05	3.563538e-05	0	0
chr2	 69600299	 69600319	chr2-9069	    8.37	-	ENSG00000115977	AAK1	intron|CDS_Retained_intron	CDS_RI	intron	2	3.565894e-05	1	0	2	3	1	1	1	0	1	2	1	0	0	0	0	3	16	0	3.307693e-06	1.907189e-06	1.127307e-05	0	0	0
chr2	 69825851	 69825871	chr2-438	   49.80	+	ENSG00000196975	ANXA4	3'UTR	3'UTR	3'UTR	1	0.0001644392	3	3	3	3	2	2	0	0	0	4	0	1	1	1	2	3	28	0	3.307693e-06	3.814377e-06	1.127307e-05	0	0	0
chr2	 69909196	 69909216	chr2-3150	   16.30	+	ENSG00000059728	MXD1	downstream 10K|intron|TE	TE	TE	3	6.314022e-05	1	2	3	3	1	1	0	0	0	1	0	0	0	0	1	3	16	0	1.653847e-06	1.144313e-05	0	0	2.561957e-05	0
chr2	 69940162	 69940182	chr2-381	   39.20	+	ENSG00000059728	MXD1	3'UTR|intron|Other	3'UTR	3'UTR	3	0.0001565777	2	3	3	3	1	2	0	1	1	4	0	1	0	1	1	3	26	0	8.269233e-06	5.721566e-06	0	3.563538e-05	0	0
chr2	 70088930	 70088950	chr2-737	   37.00	+	ENSG00000169564	PCBP1	3'UTR	3'UTR	3'UTR	1	0.0001826362	2	3	3	3	1	2	1	1	2	3	0	1	1	1	1	3	28	0	3.307693e-06	0	3.38192e-05	3.563538e-05	0	0
chr2	 70089069	 70089089	chr2-10	  392.20	+	ENSG00000169564	PCBP1	3'UTR	3'UTR	3'UTR	1	0.002097949	3	3	3	3	2	2	1	2	3	4	2	4	2	3	4	7	48	0.0001521028	4.796155e-05	5.912285e-05	0.0001578229	3.563538e-05	2.561957e-05	8.961778e-05
chr2	 70225008	 70225028	chr2-47	  157.30	-	ENSG00000115998	C2orf42	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.000514905	3	3	3	3	2	2	2	1	2	4	3	4	1	2	2	3	40	0	3.307693e-06	0	2.254614e-05	0	8.539856e-06	0
chr2	 71638358	 71638378	chr2-18782	    8.37	+	ENSG00000135636	DYSF	intron	intron	intron	1	4.60257e-05	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	3	8	0	3.307693e-06	1.907189e-06	0	0	0	1.49363e-05
chr2	 72176181	 72176201	chr2-1296	   28.60	-	ENSG00000144036	EXOC6B	3'UTR	3'UTR	3'UTR	1	0.0001139951	1	2	3	3	1	2	0	1	1	3	1	2	0	1	1	3	25	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	0
chr2	 72176232	 72176252	chr2-1804	   20.30	-	ENSG00000144036	EXOC6B	3'UTR	3'UTR	3'UTR	1	0.0002290766	3	3	3	3	2	1	1	0	2	4	0	0	0	2	1	5	30	0	8.269233e-06	0	1.127307e-05	3.563538e-05	2.561957e-05	2.987259e-05
chr2	 73274879	 73274899	chr2-18146	    6.17	-	ENSG00000163013	FBXO41	intron|TE	TE	TE	2	3.427415e-05	0	1	0	0	1	1	0	0	0	3	0	1	0	1	1	3	12	0	3.307693e-06	1.907189e-06	0	0	0	1.49363e-05
chr2	 74155012	 74155032	chr2-198	   69.60	-	ENSG00000114978	MOB1A	3'UTR	3'UTR	3'UTR	1	0.0002651919	3	3	3	3	2	2	1	1	1	3	0	1	0	0	1	4	28	0	1.653847e-06	1.144313e-05	0	7.127076e-05	0	1.49363e-05
chr2	 74156092	 74156112	chr2-693	   51.60	-	ENSG00000114978	MOB1A	3'UTR	3'UTR	3'UTR	1	0.0001340318	2	3	3	3	2	2	1	1	1	3	1	0	0	0	2	3	27	0	4.96154e-06	7.628754e-06	0	0	0	1.49363e-05
chr2	 74720908	 74720928	chr2-17636	   20.70	-			TE	TE	TE	1	0.0001244739	0	2	2	3	1	1	0	0	1	3	0	2	0	1	1	4	21	0	3.307693e-06	3.814377e-06	0	0	8.539856e-06	1.49363e-05
chr2	 74892468	 74892488	chr2-1477	   22.00	+	ENSG00000159399	HK2	3'UTR	3'UTR	3'UTR	1	0.0001082416	2	3	3	3	2	1	1	2	1	2	0	1	0	0	1	3	25	0	0	3.814377e-06	1.127307e-05	0	8.539856e-06	0
chr2	 75657872	 75657892	chr2-316	   50.70	+	ENSG00000115364	MRPL19	3'UTR|intron	3'UTR	3'UTR	2	0.0003389217	2	3	3	3	1	2	1	0	1	4	0	1	0	0	2	3	26	0	6.615386e-06	3.814377e-06	1.127307e-05	0	0	0
chr2	 78297002	 78297022	chr2-71	  124.30	-				UnAn	UnAn	0	0.000311126	3	3	3	3	1	2	1	1	2	3	1	0	0	1	1	3	28	0	3.307693e-06	1.907189e-06	0	0	8.539856e-06	0
chr2	 78415501	 78415521	chr2-68	  145.40	-				UnAn	UnAn	0	0.0006570594	3	3	3	3	2	2	2	2	3	3	2	4	0	2	3	3	40	0	1.653847e-06	0	0	3.563538e-05	8.539856e-06	0
chr2	 80420038	 80420058	chr2-12253	    5.29	+	ENSG00000066032	CTNNA2	intron|Other	Other	Other	2	0.0001095585	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	4	8	7.605141e-05	3.307693e-06	3.814377e-06	0	0	0	1.49363e-05
chr2	 85041767	 85041787	chr2-7238	   12.30	-			unannotated	UnAn	UnAn	1	0.0002924521	0	0	0	0	1	1	0	1	0	2	0	1	0	2	3	3	14	7.605141e-05	9.92308e-06	7.628754e-06	0	0	0	0
chr2	 85549769	 85549789	chr2-315	   52.40	-	ENSG00000115486	GGCX	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0003748227	3	3	3	3	2	1	1	1	2	3	2	1	1	0	1	4	31	0	1.653847e-06	1.907189e-05	1.127307e-05	3.563538e-05	0	0
chr2	 85608682	 85608702	chr2-39	  160.90	-	ENSG00000168887	C2orf68	3'UTR	3'UTR	3'UTR	1	0.000430714	3	3	3	3	2	2	1	1	1	3	0	1	0	1	0	3	27	0	1.653847e-06	1.144313e-05	3.38192e-05	0	0	0
chr2	 86773704	 86773724	chr2-159	   71.00	+	ENSG00000153561	RMND5A	3'UTR	3'UTR	3'UTR	1	0.0001620431	2	3	3	3	2	2	1	1	2	4	0	0	0	0	0	3	26	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr2	 86774140	 86774160	chr2-105	   93.90	+	ENSG00000153561	RMND5A	3'UTR|Other	3'UTR	3'UTR	2	0.0003429152	3	3	3	3	2	2	1	1	1	3	1	2	1	1	2	4	33	0	6.615386e-06	3.814377e-06	0	3.563538e-05	0	2.987259e-05
chr2	 96184873	 96184893	chr2-3600	   15.40	-	ENSG00000084090	STARD7	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001374386	0	3	3	3	1	1	1	0	0	3	0	0	1	1	1	4	22	0	3.307693e-06	1.907189e-06	1.127307e-05	3.563538e-05	0	0
chr2	 96185348	 96185368	chr2-49	  211.50	-	ENSG00000084090	STARD7	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001119782	3	3	3	3	2	2	1	1	2	4	1	2	0	2	3	6	38	0	1.819231e-05	2.097907e-05	7.891147e-05	7.127076e-05	4.269928e-05	2.987259e-05
chr2	 96186141	 96186161	chr2-27	  343.80	-	ENSG00000084090	STARD7	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0008416795	3	3	3	3	2	2	1	1	2	4	0	1	1	1	1	5	33	0	1.488462e-05	3.814377e-05	1.127307e-05	0	1.707971e-05	1.49363e-05
chr2	 96425350	 96425370	chr2-6758	    9.70	+			Other|unannotated	Other	Other	2	0.0001528487	0	0	2	0	2	1	0	1	0	2	1	0	0	1	2	3	15	0	0	1.907189e-06	1.127307e-05	3.563538e-05	0	0
chr2	 97923626	 97923646	chr2-1653	   26.90	+			TE|unannotated	TE	TE	2	0.000359596	0	0	1	1	1	1	0	1	0	2	2	2	2	2	4	3	22	7.605141e-05	1.819231e-05	3.623658e-05	0	0	0	0
chr2	 98587775	 98587795	chr2-848	   26.90	+	ENSG00000040933	INPP4A	3'UTR	3'UTR	3'UTR	1	0.0001284668	2	3	3	3	2	2	1	1	1	3	0	0	0	1	0	3	25	0	1.653847e-06	7.628754e-06	0	3.563538e-05	0	0
chr2	 98599663	 98599683	chr2-671	   59.50	-	ENSG00000183513	COA5	3'UTR	3'UTR	3'UTR	1	0.0001639038	2	2	3	3	1	2	1	1	2	3	0	0	0	0	0	3	23	0	0	1.907189e-06	0	3.563538e-05	8.539856e-06	0
chr2	 98619330	 98619350	chr2-3949	   11.00	-	ENSG00000071073	MGAT4A	3'UTR	3'UTR	3'UTR	1	5.206207e-05	2	3	3	2	1	1	1	0	1	2	0	0	0	0	0	3	19	0	3.307693e-06	1.907189e-06	0	0	0	1.49363e-05
chr2	101111915	101111935	chr2-19522	    4.41	+			TE|unannotated	TE	TE	2	2.914692e-05	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	3	8	0	1.653847e-06	5.721566e-06	0	0	8.539856e-06	0
chr2	101269698	101269718	chr2-134	  126.00	+	ENSG00000158435	CNOT11	3'UTR	3'UTR	3'UTR	1	0.0002761676	3	3	3	3	2	2	1	1	0	3	0	2	0	0	2	3	28	0	8.269233e-06	7.628754e-06	0	0	0	1.49363e-05
chr2	101270138	101270158	chr2-145	  122.50	+	ENSG00000158435	CNOT11	3'UTR	3'UTR	3'UTR	1	0.0003631706	3	3	3	3	2	2	1	1	2	4	0	2	0	2	2	6	36	0	1.653847e-06	3.814377e-06	1.127307e-05	3.563538e-05	8.539856e-06	1.49363e-05
chr2	101891442	101891462	chr2-22	  294.80	+	ENSG00000071054	MAP4K4	3'UTR	3'UTR	3'UTR	1	0.0007943041	3	3	3	3	2	2	1	1	2	4	2	1	0	2	3	3	35	0	9.92308e-06	1.71647e-05	3.38192e-05	0	0	0
chr2	101892216	101892236	chr2-271	   59.10	+	ENSG00000071054	MAP4K4	3'UTR	3'UTR	3'UTR	1	0.0003355233	3	3	3	3	2	2	2	1	3	4	0	1	0	0	2	4	33	0	1.157693e-05	3.814377e-06	1.127307e-05	3.563538e-05	0	0
chr2	101892255	101892275	chr2-100	   93.00	+	ENSG00000071054	MAP4K4	3'UTR	3'UTR	3'UTR	1	0.0002813039	3	3	3	3	1	2	2	0	1	3	1	1	1	1	1	3	29	0	1.488462e-05	3.814377e-06	0	0	8.539856e-06	0
chr2	102013524	102013544	chr2-9265	   11.00	+	ENSG00000115590	IL1R2	intron|Other|Other|CDS_Retained_intron	Other	Other	4	6.505052e-05	0	0	0	0	1	1	0	0	0	1	1	1	1	2	2	3	13	0	3.307693e-06	1.907189e-06	0	0	0	1.49363e-05
chr2	106265637	106265657	chr2-802	   34.80	-			unannotated	UnAn	UnAn	1	0.000387802	1	1	0	2	1	1	0	1	0	2	1	2	1	2	4	3	22	7.605141e-05	2.646155e-05	3.051502e-05	0	0	0	0
chr2	109543474	109543494	chr2-2010	   17.20	-	ENSG00000186522	SEPTIN10	3'UTR	3'UTR	3'UTR	1	9.863009e-05	0	1	3	3	1	1	1	1	0	3	0	1	0	1	0	3	19	0	1.653847e-06	1.907189e-06	0	3.563538e-05	0	0
chr2	109544410	109544430	chr2-891	   38.80	-	ENSG00000186522	SEPTIN10	downstream 10K|intron	intron	intron	2	0.0001331305	2	2	3	3	1	1	1	1	1	3	0	1	0	0	0	3	22	0	3.307693e-06	1.907189e-06	4.509227e-05	0	0	0
chr2	109544917	109544937	chr2-69	  208.00	-	ENSG00000186522	SEPTIN10	downstream 10K|intron	intron	intron	2	0.0005128684	3	3	3	3	1	2	2	1	1	3	2	2	1	1	3	5	36	0	1.488462e-05	1.71647e-05	1.127307e-05	0	8.539856e-06	1.49363e-05
chr2	112529638	112529658	chr2-263	   55.50	+	ENSG00000114999	TTL	3'UTR|Other	3'UTR	3'UTR	2	0.0002189275	3	3	3	3	1	2	1	1	1	3	0	0	1	1	2	4	29	0	8.269233e-06	1.907189e-06	0	0	8.539856e-06	1.49363e-05
chr2	112663368	112663388	chr2-23	  241.10	+	ENSG00000144136	SLC20A1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0006532445	3	3	3	3	2	2	1	1	1	4	2	2	0	1	4	3	35	0	1.157693e-05	5.721566e-06	2.254614e-05	0	0	0
chr2	113711486	113711506	chr2-1874	   18.10	-	ENSG00000115084	SLC35F5	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0001548433	2	3	3	2	1	1	1	1	0	3	0	1	1	0	0	3	22	0	3.307693e-06	1.907189e-06	0	7.127076e-05	0	0
chr2	113713732	113713752	chr2-8	  467.20	-	ENSG00000115084	SLC35F5	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.001931289	3	3	3	3	2	2	1	2	3	5	0	3	2	2	3	6	43	7.605141e-05	8.269233e-05	8.773067e-05	6.763841e-05	0	4.269928e-05	0.0001045541
chr2	113719235	113719255	chr2-684	   35.70	-	ENSG00000115084	SLC35F5	CDS|CDS_Retained_intron	CDS	CDS	2	0.0001270611	2	3	3	2	1	2	1	1	1	3	1	1	0	0	2	3	26	0	0	1.907189e-06	1.127307e-05	0	8.539856e-06	0
chr2	118847730	118847750	chr2-7500	    7.05	-				UnAn	UnAn	0	3.487949e-05	0	0	0	0	1	1	0	0	0	2	1	0	0	1	0	3	9	0	3.307693e-06	1.907189e-06	0	0	0	1.49363e-05
chr2	119372386	119372406	chr2-156	   65.20	+	ENSG00000155368	DBI	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001838935	3	3	3	3	2	2	0	1	2	2	2	0	0	0	0	3	26	0	1.653847e-06	0	1.127307e-05	0	0	1.49363e-05
chr2	119425799	119425819	chr2-34895	    3.08	+			TE	TE	TE	1	2.006422e-05	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	3	6	0	1.653847e-06	3.814377e-06	0	0	8.539856e-06	0
chr2	120104708	120104728	chr2-8023	    7.93	+	ENSG00000115109	EPB41L5	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	3.824915e-05	1	1	2	1	1	2	0	0	1	0	2	1	0	0	0	3	15	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr2	120175432	120175452	chr2-18	  270.20	+	ENSG00000115109	EPB41L5	3'UTR	3'UTR	3'UTR	1	0.001031239	3	3	3	3	2	2	2	2	2	3	1	1	1	0	3	6	37	0	3.473078e-05	4.005096e-05	3.38192e-05	3.563538e-05	2.561957e-05	7.468148e-05
chr2	121649450	121649470	chr2-63	  233.10	-	ENSG00000074054	CLASP1	5'UTR	5'UTR	5'UTR	1	0.0008955987	3	3	3	3	2	2	1	1	3	3	1	2	1	0	3	5	36	0	1.653847e-06	1.144313e-05	2.254614e-05	3.563538e-05	0	4.480889e-05
chr2	126556577	126556597	chr2-34	  231.80	-			Other	Other	Other	1	0.0008031179	3	3	3	3	2	2	2	2	2	4	2	2	1	3	4	4	42	0	2.150001e-05	3.432939e-05	4.509227e-05	3.563538e-05	0	0
chr2	126556738	126556758	chr2-672	   29.10	-			Other	Other	Other	1	0.0001169937	0	2	3	3	2	2	0	1	1	4	1	0	1	1	1	3	25	0	3.307693e-06	7.628754e-06	1.127307e-05	0	0	0
chr2	127300964	127300984	chr2-3030	   13.70	-	ENSG00000169967	MAP3K2	3'UTR	3'UTR	3'UTR	1	4.363482e-05	0	3	3	3	2	2	1	1	1	3	0	0	0	0	1	3	23	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr2	127307331	127307351	chr2-264	   59.90	-	ENSG00000169967	MAP3K2	3'UTR	3'UTR	3'UTR	1	0.0003232994	3	3	3	3	2	2	1	1	1	3	1	0	1	2	2	4	32	0	3.307693e-06	0	1.127307e-05	3.563538e-05	0	1.49363e-05
chr2	127346409	127346429	chr2-13518	    5.73	+	ENSG00000286145		intron|TE|lncRNA	lncRNA	ncRNA	3	3.478665e-05	0	0	1	0	1	1	0	0	0	0	1	2	0	0	0	3	9	0	3.307693e-06	7.628754e-06	0	0	0	1.49363e-05
chr2	127706033	127706053	chr2-473	   50.70	-	ENSG00000136709	WDR33	3'UTR	3'UTR	3'UTR	1	0.0001595316	2	3	3	3	1	1	0	1	0	3	0	0	0	1	0	3	21	0	0	1.907189e-06	1.127307e-05	3.563538e-05	0	0
chr2	127846623	127846643	chr2-33	  175.00	-	ENSG00000144231	POLR2D	3'UTR	3'UTR	3'UTR	1	0.0004239164	3	3	3	3	2	2	1	1	2	4	0	0	1	1	2	3	31	0	4.96154e-06	3.623658e-05	1.127307e-05	0	0	0
chr2	127847614	127847634	chr2-56	  210.20	-	ENSG00000144231	POLR2D	3'UTR	3'UTR	3'UTR	1	0.0004805555	3	3	3	3	1	2	1	2	0	3	0	1	0	1	1	3	27	0	1.323077e-05	1.144313e-05	0	0	0	4.480889e-05
chr2	127862853	127862873	chr2-30	  181.60	-	ENSG00000144233	AMMECR1L	3'UTR	3'UTR	3'UTR	1	0.0006351942	3	3	3	3	2	2	2	1	3	4	3	1	0	2	3	3	38	0	1.323077e-05	1.907189e-06	0	3.563538e-05	0	0
chr2	127863574	127863594	chr2-1417	   20.30	-	ENSG00000144233	AMMECR1L	3'UTR	3'UTR	3'UTR	1	0.0001435011	2	3	2	3	1	2	1	0	1	3	1	1	0	1	0	3	24	0	1.653847e-06	1.907189e-06	2.254614e-05	0	0	0
chr2	127988428	127988448	chr2-13440	    9.25	+			TE|unannotated	TE	TE	2	6.898796e-05	0	0	0	0	1	1	0	0	1	1	0	1	0	1	1	4	11	0	3.307693e-06	3.814377e-06	0	0	8.539856e-06	1.49363e-05
chr2	128004370	128004390	chr2-41503	    2.64	-	ENSG00000136715	SAP130	intron|TE	TE	TE	2	8.413515e-05	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	3	6	7.605141e-05	1.653847e-06	1.907189e-06	0	0	0	0
chr2	128192282	128192302	chr2-43	  163.90	+	ENSG00000136731	UGGT1	3'UTR|Other	3'UTR	3'UTR	2	0.0005716586	3	3	3	3	2	2	1	1	3	3	1	0	0	1	2	3	31	0	8.269233e-06	0	5.636534e-05	7.127076e-05	0	0
chr2	128517835	128517855	chr2-660	   37.00	-				UnAn	UnAn	0	0.0001262606	0	3	3	3	2	2	0	1	1	3	1	0	0	2	2	3	26	0	3.307693e-06	0	0	0	8.539856e-06	1.49363e-05
chr2	130074098	130074118	chr2-1249	  144.60	-	ENSG00000196604	POTEF	3'UTR	3'UTR	3'UTR	1	0.0006371831	1	3	3	3	2	2	1	1	2	4	2	2	1	3	3	4	37	0	3.307693e-06	3.814377e-06	2.254614e-05	7.127076e-05	0	0
