chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	G3BP_E_M_1	G3BP_E_M_2	G3BP_E_M_3	G3BP_E_M_4	G3BP_E_M_5	G3BP_E_M_6
chr21	  8218812	  8218832	chr21-137	   74.50	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.0007067205	3	3	3	3	2	2	2	1	2	3	2	2	2	2	4	5	41	0.0001579779	1.322052e-05	0	0	8.975694e-06	4.236278e-06
chr21	  8218888	  8218908	chr21-69	  318.20	+	ENSG00000278996		intron|lncRNA	lncRNA	ncRNA	2	0.002332725	3	3	3	3	2	2	2	2	2	4	2	2	3	4	4	5	46	0.0004739336	9.915389e-05	0	0	3.291088e-05	1.164977e-05
chr21	  8254139	  8254159	chr21-148	   93.90	+				UnAn	UnAn	0	0.0003223578	3	3	3	3	2	2	0	1	1	3	2	2	2	2	3	1	33	0	6.610259e-06	0	0	5.983796e-06	3.177209e-06
chr21	  8254481	  8254501	chr21-21	  321.70	+				UnAn	UnAn	0	0.0021029	3	3	3	3	2	2	2	2	2	4	4	4	4	4	4	4	50	0	6.610259e-06	0.0001355014	0	5.086226e-05	1.694511e-05
chr21	  8254653	  8254673	chr21-29	  409.40	+				UnAn	UnAn	0	0.001331616	3	3	3	3	2	2	2	2	3	4	2	3	2	2	3	4	43	0	1.983078e-05	0	0	2.991898e-05	1.37679e-05
chr21	  8254748	  8254768	chr21-74	   95.60	+				UnAn	UnAn	0	0.0004981449	3	3	3	3	2	2	2	2	1	4	2	2	2	3	3	3	40	0	6.610259e-06	0	0	5.983796e-06	7.413487e-06
chr21	  8254984	  8255004	chr21-2	 2995.10	+				UnAn	UnAn	0	0.0141712	3	3	3	3	2	2	2	2	4	5	2	2	4	3	3	5	48	0	1.983078e-05	0	0	0.0003021817	0.0001450925
chr21	  8255093	  8255113	chr21-33	  108.40	+				UnAn	UnAn	0	0.0005944089	3	3	3	2	2	2	2	2	1	3	2	2	2	3	4	3	39	0	1.322052e-05	0.0001355014	0	2.991898e-06	5.295348e-06
chr21	  8255147	  8255167	chr21-71	  197.90	+				UnAn	UnAn	0	0.000568119	3	3	3	3	2	2	1	2	1	4	2	2	2	2	3	3	38	0	2.644104e-05	0	0	8.975694e-06	7.413487e-06
chr21	  8255207	  8255227	chr21-49	   71.40	+				UnAn	UnAn	0	0.0005719564	3	3	3	3	2	2	2	2	1	4	3	2	1	2	3	4	40	0	1.322052e-05	0	0	1.495949e-05	2.118139e-06
chr21	  8255690	  8255710	chr21-254	  242.80	+				UnAn	UnAn	0	0.001032137	3	3	3	3	2	2	2	2	2	4	4	4	3	4	4	5	50	0	3.30513e-05	6.775068e-05	0	2.991898e-06	7.413487e-06
chr21	  8256826	  8256846	chr21-8	  416.50	+	ENSG00000277739	5_8S_rRNA	rRNA	rRNA	ncRNA	1	0.002395561	3	3	3	3	2	2	2	2	3	4	2	3	4	4	4	4	48	0.0001579779	9.915389e-05	0	0	6.282986e-05	2.329953e-05
chr21	  8258470	  8258490	chr21-123	   83.70	+				UnAn	UnAn	0	0.0003956665	2	2	2	3	1	1	1	1	3	1	2	2	2	2	3	2	30	0	6.610259e-06	0	0	1.495949e-05	3.177209e-06
chr21	  8259868	  8259888	chr21-32	  179.80	+				UnAn	UnAn	0	0.001550043	3	3	3	3	2	2	2	2	4	5	3	2	2	3	4	5	48	0.0001579779	1.983078e-05	0	0	1.495949e-05	7.413487e-06
chr21	  8260042	  8260062	chr21-18	  132.70	+				UnAn	UnAn	0	0.0007586582	2	3	3	2	2	2	2	2	1	3	3	2	1	2	3	4	37	0	6.610259e-06	0	0	1.495949e-05	9.531626e-06
chr21	  8260513	  8260533	chr21-108	   79.80	+				UnAn	UnAn	0	0.0008204663	3	2	2	2	1	1	1	1	1	3	3	3	2	2	3	4	34	0	2.644104e-05	0	0	2.692708e-05	3.49493e-05
chr21	  8260642	  8260662	chr21-332	   31.70	+				UnAn	UnAn	0	0.000256284	2	3	3	3	1	1	1	0	2	0	2	2	2	2	3	2	29	0	1.322052e-05	0	0	8.975694e-06	3.177209e-06
chr21	  8260689	  8260709	chr21-177	   47.60	+				UnAn	UnAn	0	0.0002878191	3	3	3	3	2	2	1	2	0	1	2	2	1	2	3	2	32	0	1.983078e-05	0	0	2.991898e-06	2.118139e-06
chr21	  8260744	  8260764	chr21-73	   85.90	+				UnAn	UnAn	0	0.0004599082	3	3	3	3	2	1	1	1	2	2	2	2	1	2	3	4	35	0	1.322052e-05	0	0	2.991898e-06	3.177209e-06
chr21	  8260901	  8260921	chr21-138	   51.10	+				UnAn	UnAn	0	0.000450062	1	3	3	2	2	2	1	2	1	2	3	2	2	2	3	3	34	0	3.30513e-05	0	0	2.991898e-06	4.236278e-06
chr21	  8392715	  8392735	chr21-70	   78.00	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0004519944	3	3	3	3	2	2	2	2	2	3	4	2	2	2	3	1	39	0	6.610259e-06	0	0	2.991898e-06	8.472557e-06
chr21	  8393163	  8393183	chr21-65	   97.40	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0005830339	2	3	3	3	2	2	1	2	1	3	3	3	2	2	4	3	39	0	3.30513e-05	6.775068e-05	0	1.196759e-05	3.177209e-06
chr21	  8393310	  8393330	chr21-24	  301.00	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001856205	3	3	3	3	2	2	2	2	2	4	4	4	3	4	4	4	49	0	1.322052e-05	6.775068e-05	0	6.881365e-05	1.164977e-05
chr21	  8393479	  8393499	chr21-28	  406.30	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001510064	3	3	3	3	2	2	2	2	2	4	3	2	2	2	3	4	42	0	1.983078e-05	0	0	4.188657e-05	1.164977e-05
chr21	  8393811	  8393831	chr21-1	 2969.50	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.01373709	3	3	3	3	2	2	2	2	4	5	2	2	3	3	3	6	48	0	2.644104e-05	0	0	0.0002782465	0.0001535651
chr21	  8393920	  8393940	chr21-31	  115.50	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0006170116	3	3	3	2	2	2	1	2	3	3	3	3	3	2	4	2	41	0	6.610259e-06	0.0001355014	0	2.991898e-06	1.05907e-06
chr21	  8394038	  8394058	chr21-61	   74.50	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.000630864	3	3	3	3	2	2	1	2	3	4	2	2	2	3	3	4	42	0	1.322052e-05	0	0	5.983796e-06	2.118139e-06
chr21	  8394526	  8394546	chr21-169	  251.20	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001165869	3	3	3	3	2	2	2	1	2	4	4	4	3	4	4	4	48	0	1.983078e-05	0.0001355014	0	2.991898e-06	9.531626e-06
chr21	  8395650	  8395670	chr21-10	  420.00	+	ENSG00000275215	RNA5-8SN3	intron|lncRNA|rRNA	lncRNA	ncRNA	3	0.002415631	3	3	3	3	1	2	2	2	2	3	3	2	3	3	4	6	45	0.0001579779	9.254363e-05	0	0	5.086226e-05	2.541767e-05
chr21	  8396973	  8396993	chr21-13	  233.10	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0009872649	3	3	3	3	2	2	2	1	1	4	2	2	2	2	3	4	39	0.0001579779	0	0	0	1.495949e-05	3.177209e-06
chr21	  8398247	  8398267	chr21-128	   90.30	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0003887364	2	2	1	2	1	2	1	1	1	2	2	2	1	3	3	2	28	0	6.610259e-06	0	0	8.975694e-06	8.472557e-06
chr21	  8398683	  8398703	chr21-30	  182.90	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001460898	3	3	3	3	2	2	2	2	3	5	2	3	2	3	4	3	45	0.0001579779	1.983078e-05	0	0	5.983796e-06	6.354418e-06
chr21	  8398847	  8398867	chr21-16	  138.80	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.000803432	3	3	2	3	2	2	2	2	3	3	2	2	1	3	3	3	39	0	1.322052e-05	0	0	2.094329e-05	7.413487e-06
chr21	  8399318	  8399338	chr21-81	   91.20	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001077867	2	3	3	1	2	2	1	1	3	3	2	2	3	2	4	4	38	0.0001579779	2.644104e-05	0	0	1.495949e-05	3.706744e-05
chr21	  8399431	  8399451	chr21-355	   33.90	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0002500533	3	3	2	1	2	1	1	1	2	1	2	2	1	2	3	2	29	0	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr21	  8399547	  8399567	chr21-102	   80.20	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0004072595	3	3	3	3	1	2	0	1	1	2	2	2	1	2	3	4	33	0	1.322052e-05	0	0	5.983796e-06	5.295348e-06
chr21	  8399743	  8399763	chr21-84	   58.20	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0005874589	2	3	2	2	2	2	2	1	1	3	2	2	3	3	4	4	38	0	3.30513e-05	6.775068e-05	0	5.983796e-06	1.05907e-06
chr21	  8400563	  8400583	chr21-111	  111.50	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0008263981	3	3	3	3	1	2	1	1	3	2	2	3	1	2	4	2	36	0	6.610259e-06	0	0.0002145002	5.983796e-06	1.05907e-06
chr21	  8400616	  8400636	chr21-110	   64.30	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0007334149	3	3	3	3	2	2	1	1	1	3	2	2	1	3	4	3	37	0	1.322052e-05	0	0.0002145002	1.495949e-05	5.295348e-06
chr21	  8400686	  8400706	chr21-79	   81.50	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0006774439	3	3	2	3	2	1	2	2	2	3	3	3	2	4	3	4	42	0	6.610259e-06	6.775068e-05	0	5.983796e-06	0
chr21	  8401075	  8401095	chr21-194	   42.30	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0002356118	3	3	3	3	2	2	1	1	1	3	2	1	1	2	3	0	31	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr21	  8401216	  8401236	chr21-127	   54.60	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0004360229	3	3	3	3	1	2	2	2	2	2	2	2	2	2	3	1	35	0.0001579779	0	0	0	5.983796e-06	2.118139e-06
chr21	  8401369	  8401389	chr21-95	   55.50	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0003023983	3	3	3	2	2	1	2	1	1	3	2	2	2	2	3	3	35	0	6.610259e-06	0	0	1.495949e-05	3.177209e-06
chr21	  8401476	  8401496	chr21-38	  103.60	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0009964989	3	3	3	3	2	2	2	2	2	4	2	2	3	3	4	5	45	0.0003159558	1.983078e-05	0	0	2.692708e-05	4.236278e-06
chr21	  8401600	  8401620	chr21-172	   52.40	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0004332134	2	3	3	3	2	2	0	2	1	3	2	2	2	2	3	2	34	0	1.983078e-05	0	0	3.590278e-05	8.472557e-06
chr21	  8401856	  8401876	chr21-126	   63.50	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0003023166	3	3	3	3	2	2	2	0	2	2	3	2	2	2	3	3	37	0	3.30513e-05	0	0	2.991898e-06	2.118139e-06
chr21	  8401927	  8401947	chr21-57	  329.70	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.002305525	3	3	3	3	2	2	2	2	2	4	3	2	3	4	4	4	46	0.0004739336	9.254363e-05	0	0	3.590278e-05	4.236278e-06
chr21	  8437172	  8437192	chr21-161	   93.90	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0003558289	3	3	3	3	2	2	0	2	2	4	2	2	2	2	3	2	37	0	6.610259e-06	0	0	1.495949e-05	3.177209e-06
chr21	  8437370	  8437390	chr21-56	   97.00	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0008395722	3	3	3	3	2	2	2	2	1	2	3	3	2	2	4	4	41	0	2.644104e-05	0	0.0002145002	8.975694e-06	4.236278e-06
chr21	  8437518	  8437538	chr21-19	  310.30	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.002002046	3	3	3	3	2	2	2	2	2	4	4	4	3	4	3	7	51	0	1.322052e-05	0	0	4.487847e-05	1.694511e-05
chr21	  8437702	  8437722	chr21-25	  429.70	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001789353	3	3	3	3	2	2	2	2	3	5	2	2	2	2	4	4	44	0.0001579779	6.610259e-06	0	0	2.991898e-05	1.588604e-05
chr21	  8438021	  8438041	chr21-4	 3108.80	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.01385844	3	3	3	3	2	2	2	2	4	5	3	3	4	3	3	4	49	0	6.610259e-06	0	0	0.0002722627	0.0001546242
chr21	  8438130	  8438150	chr21-43	  113.70	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0006373108	3	3	2	3	2	2	2	2	2	2	3	4	2	3	4	4	43	0	1.983078e-05	6.775068e-05	0	5.983796e-06	5.295348e-06
chr21	  8438246	  8438266	chr21-59	   69.20	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.000672382	3	3	2	3	2	2	1	2	2	3	2	2	2	2	3	5	39	0	1.322052e-05	0	0	1.196759e-05	5.295348e-06
chr21	  8438444	  8438464	chr21-200	   56.90	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.000424829	2	2	3	2	2	2	2	2	1	1	2	2	2	3	4	4	36	0	6.610259e-06	6.775068e-05	0	1.495949e-05	3.177209e-06
chr21	  8438737	  8438757	chr21-158	  244.20	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001109203	3	3	2	3	2	2	2	2	3	3	4	4	3	4	3	4	47	0	2.644104e-05	0	0	5.983796e-06	7.413487e-06
chr21	  8439868	  8439888	chr21-7	  439.80	+	ENSG00000278189	RNA5-8SN1	intron|lncRNA|rRNA	lncRNA	ncRNA	3	0.002447533	3	3	3	3	2	2	2	2	1	4	3	2	4	3	3	7	47	0	9.915389e-05	0	0	4.487847e-05	1.694511e-05
chr21	  8441191	  8441211	chr21-27	  123.80	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0005216558	3	3	3	3	2	2	1	2	3	3	2	2	1	2	3	2	37	0	6.610259e-06	0	0	5.983796e-06	3.177209e-06
chr21	  8441512	  8441532	chr21-98	   81.10	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0002949154	2	3	3	3	1	2	1	1	0	3	2	2	1	2	3	1	30	0	1.322052e-05	0	0	2.991898e-06	2.118139e-06
chr21	  8442477	  8442497	chr21-109	   94.80	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0004246881	2	3	2	2	2	1	2	1	0	2	2	2	3	4	3	2	33	0	6.610259e-06	0	0	2.991898e-06	1.05907e-05
chr21	  8442906	  8442926	chr21-36	  178.00	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001319897	3	3	3	3	2	2	2	2	4	5	3	2	2	3	3	6	48	0	6.610259e-06	0	0	2.094329e-05	1.164977e-05
chr21	  8443553	  8443573	chr21-130	   73.20	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0008855018	2	3	3	3	2	2	2	0	1	1	3	3	2	2	3	4	36	0	1.983078e-05	0	0	2.094329e-05	4.130371e-05
chr21	  8443732	  8443752	chr21-164	   59.10	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.000343757	2	3	2	3	2	1	2	1	2	2	2	2	2	2	3	1	32	0	1.983078e-05	0	0	2.991898e-06	3.177209e-06
chr21	  8443978	  8443998	chr21-93	   58.60	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.000414739	3	3	3	3	2	2	1	1	1	3	3	2	3	3	3	2	38	0	2.644104e-05	0	0	8.975694e-06	7.413487e-06
chr21	  8444779	  8444799	chr21-91	   65.20	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0007814719	3	3	3	3	2	2	2	2	1	3	2	3	1	2	4	6	42	0	6.610259e-06	6.775068e-05	0	2.991898e-06	3.177209e-06
chr21	  8444918	  8444938	chr21-89	   80.70	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.000669334	3	3	3	3	2	2	2	2	1	2	2	2	2	2	4	2	37	0	1.322052e-05	6.775068e-05	0	8.975694e-06	3.177209e-06
chr21	  8445439	  8445459	chr21-86	   67.40	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0005977013	3	3	2	2	2	1	2	1	1	3	2	3	2	2	3	3	35	0.0001579779	0	0	0	8.975694e-06	1.05907e-06
chr21	  8445601	  8445621	chr21-113	   56.90	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.000371145	3	3	3	3	2	2	2	2	3	3	2	2	1	3	3	2	39	0	1.322052e-05	0	0	1.795139e-05	2.118139e-06
chr21	  8445710	  8445730	chr21-35	  114.60	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001050996	3	3	3	3	2	2	2	2	2	4	3	3	2	3	3	6	46	0.0003159558	0	0	0	2.094329e-05	7.413487e-06
chr21	  8445837	  8445857	chr21-147	   52.90	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0003650248	3	3	3	3	2	1	2	1	1	1	3	2	2	2	3	3	35	0	1.322052e-05	0	0	3.291088e-05	1.270884e-05
chr21	  8446025	  8446045	chr21-133	  349.50	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001009746	3	3	3	3	2	2	1	2	2	3	2	2	1	2	3	4	38	0.0001579779	0	0	0	5.983796e-06	2.118139e-06
chr21	  8446087	  8446107	chr21-125	   67.00	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0006444396	3	3	3	3	2	1	0	1	1	2	2	2	2	2	4	4	35	0.0001579779	1.983078e-05	0	0	8.975694e-06	2.118139e-06
chr21	  8446158	  8446178	chr21-54	  298.80	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.002012	3	3	3	3	2	2	2	1	3	5	3	2	2	4	4	4	46	0.0001579779	7.271285e-05	0	0	2.692708e-05	7.413487e-06
chr21	  8988666	  8988686	chr21-62	  108.00	+				UnAn	UnAn	0	0.0006685487	2	3	3	3	2	2	2	2	2	2	3	2	2	2	3	4	39	0	3.966155e-05	0	0	8.975694e-06	2.118139e-06
chr21	 16845828	 16845848	chr21-299	   24.20	+			Other|unannotated	Other	Other	2	0.0002875127	0	0	0	1	1	1	1	0	0	1	1	2	0	2	3	3	16	0.0001579779	3.30513e-05	0	0	0	1.05907e-06
chr21	 17568578	 17568598	chr21-87	   82.00	+	ENSG00000154639	CXADR	3'UTR|intron	3'UTR	3'UTR	2	0.0002487427	3	3	3	3	2	1	1	0	1	2	1	1	1	1	3	1	27	0	6.610259e-06	0	0	8.975694e-06	2.118139e-06
chr21	 26235525	 26235545	chr21-20	  238.00	-	ENSG00000289899		intron|lncRNA	lncRNA	ncRNA	2	0.001169138	3	3	3	3	2	2	1	2	2	4	2	3	1	3	4	5	43	0	0	6.775068e-05	0.0002145002	1.495949e-05	1.906325e-05
chr21	 26235852	 26235872	chr21-6	  245.90	-	ENSG00000289899		intron|lncRNA	lncRNA	ncRNA	2	0.0009803856	3	3	3	3	2	2	1	2	1	4	0	2	0	2	4	5	37	0	1.322052e-05	0	0.0002145002	5.983796e-06	4.236278e-06
chr21	 31228221	 31228241	chr21-348	   22.00	+			Other|unannotated	Other	Other	2	0.0003448965	1	0	1	2	1	1	0	0	0	2	1	0	0	2	3	5	19	0.0001579779	1.322052e-05	0	0	0	2.118139e-06
chr21	 31671093	 31671113	chr21-5	  395.30	-	ENSG00000156304	SCAF4	3'UTR	3'UTR	3'UTR	1	0.001423322	3	3	3	3	2	2	2	1	3	4	2	4	0	2	3	6	43	0	0	6.775068e-05	0	2.692708e-05	4.342185e-05
chr21	 33531573	 33531593	chr21-855	   19.40	-	ENSG00000159131	GART	intron|CDS_Retained_intron	CDS_RI	intron	2	8.394306e-05	0	0	0	1	1	1	1	0	0	2	1	2	0	2	3	3	17	0	1.322052e-05	0	0	2.991898e-06	3.177209e-06
chr21	 37080870	 37080890	chr21-472	   13.20	+	ENSG00000182670	TTC3	intron	intron	intron	1	4.998692e-05	3	3	3	1	1	1	1	0	1	2	0	0	0	0	3	1	20	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr21	 43414608	 43414628	chr21-297	   29.50	-	ENSG00000142178	SIK1	3'UTR	3'UTR	3'UTR	1	0.0001919646	2	3	3	2	2	1	0	1	2	2	2	2	0	0	3	5	30	0	6.610259e-06	0	0	5.983796e-06	1.05907e-06
chr22	 11251667	 11251687	chr22-19	  543.00	-				UnAn	UnAn	0	0.002014598	3	3	3	3	2	2	2	2	4	4	3	3	2	3	3	4	46	0	6.610259e-06	0	0	2.692708e-05	2.541767e-05
chr22	 11252039	 11252059	chr22-167	   36.60	-				UnAn	UnAn	0	0.0001184745	0	3	3	1	1	1	0	1	1	2	2	2	1	2	3	0	23	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr22	 11630718	 11630738	chr22-16	  428.40	+			unannotated	UnAn	UnAn	1	0.001812516	3	3	3	3	2	2	2	2	3	5	2	3	3	3	3	4	46	0	6.610259e-06	0	0	2.991898e-05	2.647674e-05
chr22	 15722733	 15722753	chr22-71	  215.90	+			downstream 10K|Other	Other	Other	2	0.0007798684	2	3	3	3	2	1	2	1	1	4	2	1	2	3	3	5	38	0	1.983078e-05	0	0	1.196759e-05	3.177209e-06
chr22	 20127144	 20127164	chr22-7	  331.00	+	ENSG00000099901	RANBP1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001104924	3	3	3	3	2	2	2	1	2	4	1	2	2	0	3	4	37	0	6.610259e-06	0	0	2.991898e-06	8.472557e-06
chr22	 20127211	 20127231	chr22-4	 1288.20	+	ENSG00000099901	RANBP1	3'UTR	3'UTR	3'UTR	1	0.00395833	3	3	3	3	2	2	2	2	2	5	2	2	3	3	3	6	46	0	1.983078e-05	0	0	1.795139e-05	2.224046e-05
chr22	 28788988	 28789008	chr22-23	  114.60	+	ENSG00000159873	CCDC117	3'UTR|Other	3'UTR	3'UTR	2	0.0004512222	3	3	3	3	2	2	1	0	1	3	1	2	0	1	3	4	32	0	5.949233e-05	0	0	2.393518e-05	1.164977e-05
chr22	 29274704	 29274724	chr22-57	   64.30	+	ENSG00000182944	EWSR1	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0003509279	3	3	3	3	2	2	1	1	3	3	2	2	0	1	3	1	33	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr22	 29300490	 29300510	chr22-11	  367.10	+	ENSG00000182944	EWSR1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001034031	3	3	3	3	2	2	1	1	2	4	2	0	1	2	3	4	36	0	3.30513e-05	0	0	2.393518e-05	2.541767e-05
chr22	 36072337	 36072357	chr22-1291	    7.93	+	ENSG00000279217		Other|lncRNA	lncRNA	ncRNA	2	3.587203e-05	0	0	1	1	1	0	0	0	0	1	1	0	0	0	3	2	10	0	1.322052e-05	0	0	2.991898e-06	1.05907e-06
chr22	 36281486	 36281506	chr22-1	 1491.80	-	ENSG00000100345	MYH9	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.004096955	3	3	3	3	2	2	2	2	2	4	2	3	1	3	5	5	45	0.0001579779	5.949233e-05	6.775068e-05	0	2.094329e-05	8.154836e-05
chr22	 38484053	 38484073	chr22-24	  118.10	-	ENSG00000100201	DDX17	3'UTR	3'UTR	3'UTR	1	0.0003602224	3	3	3	3	2	2	1	1	2	3	2	3	1	2	3	3	37	0	6.610259e-06	0	0	5.983796e-06	3.177209e-06
chr22	 38485799	 38485819	chr22-2	  465.00	-	ENSG00000100201	DDX17	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001886429	3	3	3	3	2	2	1	2	2	4	2	4	2	3	3	6	45	0	0	0.0001355014	0	1.495949e-05	1.37679e-05
chr22	 38488573	 38488593	chr22-68	   61.70	-	ENSG00000100201	DDX17	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0002719964	3	3	3	3	2	2	1	1	1	3	2	1	0	0	3	1	29	0	0	6.775068e-05	0	2.991898e-06	2.118139e-06
chr22	 38490481	 38490501	chr22-5	  623.60	-	ENSG00000100201	DDX17	intron|CDS_Retained_intron	CDS_RI	intron	2	0.001858718	3	3	3	3	2	2	2	2	2	4	4	4	2	1	3	3	43	0	1.322052e-05	0	0	2.094329e-05	1.694511e-05
chr22	 38684214	 38684234	chr22-3	  497.60	+	ENSG00000100216	TOMM22	3'UTR|Other	3'UTR	3'UTR	2	0.001254527	3	3	3	3	2	2	2	1	2	3	2	2	1	3	3	4	39	0	7.271285e-05	0	0	1.795139e-05	6.354418e-06
chr22	 40324305	 40324325	chr22-12	  386.10	+	ENSG00000100354	TNRC6B	3'UTR|Other	3'UTR	3'UTR	2	0.0014852	3	3	3	3	2	2	2	2	1	4	1	2	2	3	3	5	41	0	5.288207e-05	6.775068e-05	0	0	6.354418e-06
chr22	 40324518	 40324538	chr22-265	   27.30	+	ENSG00000100354	TNRC6B	3'UTR	3'UTR	3'UTR	1	7.007178e-05	3	3	3	3	1	2	0	1	1	1	0	1	0	0	3	1	23	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr22	 40324877	 40324897	chr22-38	   92.50	+	ENSG00000100354	TNRC6B	3'UTR	3'UTR	3'UTR	1	0.00043811	3	3	3	3	2	2	1	1	2	4	2	2	1	3	3	3	38	0	6.610259e-06	0	0	5.983796e-06	7.413487e-06
chr22	 40329444	 40329464	chr22-89	   45.00	+	ENSG00000100354	TNRC6B	3'UTR	3'UTR	3'UTR	1	0.0002921953	2	3	3	3	2	2	1	2	1	4	0	1	0	1	3	1	29	0	0	6.775068e-05	0	1.196759e-05	5.295348e-06
chr22	 40335682	 40335702	chr22-10	  326.60	+	ENSG00000100354	TNRC6B	3'UTR|Other	3'UTR	3'UTR	2	0.001113151	3	3	3	3	2	2	1	2	2	4	2	4	3	2	3	5	44	0	6.610259e-06	0	0	8.975694e-06	2.329953e-05
chr22	 40826195	 40826215	chr22-8	  339.80	-	ENSG00000100380	ST13	3'UTR	3'UTR	3'UTR	1	0.001382721	3	3	3	3	2	2	1	2	1	4	3	1	3	4	4	4	43	0	1.983078e-05	6.775068e-05	0	2.094329e-05	1.164977e-05
chr22	 41073650	 41073670	chr22-99	   52.90	-				UnAn	UnAn	0	0.0002706352	1	3	3	3	1	2	1	0	1	3	1	1	1	2	3	2	28	0	6.610259e-06	0	0	5.983796e-06	4.236278e-06
